Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1415,LAC,Paul,72%,28.0,14.0,+13.9,+12.3,-8.5,+20.8,+16.2
1415,LAC,Griffin,60%,24.4,15.1,+9.3,+11.9,-1.3,+13.1,+10.5
1415,LAC,Jordan,71%,23.5,17.3,+6.2,+10.7,-3.7,+14.3,+8.9
1415,LAC,Redick,61%,17.1,12.7,+4.4,+12.4,-2.6,+15.1,+7.9
1415,LAC,Crawford,43%,17.2,11.8,+5.4,+2.2,+9.9,-7.8,+1.0
1415,LAC,Barnes,58%,12.0,17.0,-5.0,+11.1,+0.4,+10.8,+0.3
1415,LAC,Bullock,7%,9.7,11.5,-1.8,+0.9,+7.0,-6.1,-3.2
1415,LAC,Turkoglu,18%,11.3,16.3,-5.0,+0.7,+7.8,-7.1,-5.7
1415,LAC,Udoh,3%,12.5,16.9,-4.3,-4.1,+6.9,-11.0,-6.6
1415,LAC,Cunningham,2%,7.2,13.8,-6.5,-2.7,+6.8,-9.5,-7.5
1415,LAC,Rivers,20%,11.0,15.3,-4.3,-4.8,+9.4,-14.2,-7.6
1415,LAC,Robinson,3%,10.6,13.5,-3.0,-10.7,+7.1,-17.8,-7.9
1415,LAC,Farmar,13%,10.3,17.3,-6.9,-3.9,+8.2,-12.1,-8.7
1415,LAC,Davis,23%,11.6,17.6,-6.0,-4.5,+9.8,-14.3,-8.8
1415,LAC,Hudson,1%,17.5,25.2,-7.7,-5.2,+6.7,-11.9,-9.1
1415,LAC,Hawes,32%,10.4,19.3,-8.9,-3.3,+11.3,-14.6,-10.8
1415,LAC,Wilcox,3%,8.6,17.3,-8.7,-9.1,+7.0,-16.0,-11.2
1415,LAC,Hamilton,3%,8.7,17.0,-8.3,-11.4,+7.1,-18.6,-11.7
1415,LAC,Douglas-Roberts,3%,3.3,21.9,-18.6,-7.0,+6.9,-13.9,-17.1
1415,LAC,Jones,3%,1.8,21.8,-20.0,-30.4,+7.8,-38.1,-23.3
