Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1920,MEM,Clarke,37%,25.6,14.9,+10.8,-0.7,-1.3,+0.6,+7.4
1920,MEM,Tolliver,7%,10.2,9.6,+0.6,+10.6,-1.9,+12.5,+4.6
1920,MEM,Valanciunas,53%,27.3,22.0,+5.3,-0.0,-2.3,+2.2,+4.3
1920,MEM,Jackson,11%,17.4,14.9,+2.5,+3.3,-1.6,+5.0,+3.3
1920,MEM,Morant,59%,21.3,18.1,+3.2,-0.5,-1.9,+1.4,+2.6
1920,MEM,Melton,33%,16.6,19.0,-2.4,+4.9,-4.0,+8.9,+1.3
1920,MEM,Konchar,5%,22.0,11.6,+10.4,+10.6,-1.7,+12.3,+1.1
1920,MEM,Dieng,9%,18.9,18.7,+0.2,-0.2,-1.2,+1.0,+0.5
1920,MEM,Hannahs,0%,25.8,25.1,+0.6,+18.7,-1.2,+19.8,+0.1
1920,MEM,Uthoff,0%,-0.5,7.0,-7.5,+34.0,-1.2,+35.2,+0.1
1920,MEM,Jones,35%,19.1,18.5,+0.6,-1.8,-0.7,-1.1,+0.0
1920,MEM,Iguodala,0%,0.0,0.0,+0.0,+0.0,-1.1,+1.1,+0.0
1920,MEM,JacksonJr.,46%,19.6,21.0,-1.5,-3.2,+0.7,-3.9,-2.3
1920,MEM,Watanabe,3%,13.4,20.6,-7.2,+6.2,-1.3,+7.5,-2.3
1920,MEM,Allen,20%,14.9,14.9,-0.0,-6.8,+0.4,-7.2,-2.4
1920,MEM,Anderson,38%,15.4,17.4,-2.0,-3.3,+0.3,-3.6,-2.6
1920,MEM,Hill,26%,12.7,16.0,-3.3,-3.0,-0.4,-2.6,-3.0
1920,MEM,Crowder,38%,13.7,17.1,-3.4,-4.6,+1.0,-5.6,-4.1
1920,MEM,D.Brooks,60%,12.0,18.5,-6.5,-1.0,-1.3,+0.3,-4.3
1920,MEM,Caboclo,5%,14.5,20.3,-5.8,-4.9,-0.9,-4.1,-5.2
1920,MEM,Guduric,14%,11.0,21.0,-10.1,-2.4,-0.9,-1.6,-7.2
1920,MEM,Bell,1%,15.1,33.3,-18.2,+0.0,-1.1,+1.1,-11.8
