Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1011,MIA,James,77%,29.4,10.9,+18.5,+9.7,-0.5,+10.2,+15.7
1011,MIA,Wade,71%,27.4,12.0,+15.4,+9.8,+1.6,+8.2,+13.0
1011,MIA,Bosh,71%,20.9,14.6,+6.3,+10.5,+0.1,+10.3,+7.7
1011,MIA,Pittman,0%,-7.5,1.9,-9.4,+34.2,+7.4,+26.8,+2.7
1011,MIA,Jones,39%,11.9,13.7,-1.8,+7.4,+7.4,-0.0,-1.2
1011,MIA,Ilgauskas,29%,13.8,17.2,-3.4,+8.9,+6.8,+2.1,-1.6
1011,MIA,House,25%,12.5,13.8,-1.3,+5.1,+8.2,-3.2,-1.9
1011,MIA,Haslem,9%,13.9,17.4,-3.5,+7.2,+7.4,-0.2,-2.4
1011,MIA,Magloire,4%,14.4,16.6,-2.2,+4.0,+7.6,-3.6,-2.6
1011,MIA,Dampier,21%,10.8,14.7,-3.9,+6.5,+7.7,-1.1,-2.9
1011,MIA,Chalmers,40%,10.9,16.3,-5.3,+8.0,+7.1,+0.9,-3.3
1011,MIA,Arroyo,25%,10.1,15.4,-5.3,+4.6,+8.4,-3.8,-4.8
1011,MIA,Bibby,15%,9.6,15.6,-6.1,+4.5,+7.9,-3.4,-5.2
1011,MIA,Anthony,37%,8.1,15.9,-7.9,+4.1,+9.4,-5.3,-7.0
1011,MIA,Howard,15%,9.0,17.8,-8.8,+1.5,+8.5,-7.0,-8.2
1011,MIA,Miller,21%,10.5,17.2,-6.7,-1.9,+9.9,-11.8,-8.4
1011,MIA,Stackhouse,1%,6.1,19.3,-13.2,-3.9,+7.6,-11.4,-12.6
