Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1516,SAC,Cousins,57%,25.9,17.2,+8.8,+0.8,-6.7,+7.5,+8.4
1516,SAC,Casspi,47%,15.5,15.6,-0.0,+0.3,-4.9,+5.2,+1.7
1516,SAC,Collison,56%,17.3,16.0,+1.3,-1.5,-3.7,+2.2,+1.6
1516,SAC,Moreland,1%,8.3,11.3,-3.0,+7.0,-2.6,+9.6,+1.2
1516,SAC,Curry,17%,15.2,13.5,+1.7,-2.5,-2.5,-0.0,+1.1
1516,SAC,Gay,60%,16.9,17.0,-0.1,-1.7,-3.6,+2.0,+0.6
1516,SAC,Rondo,64%,18.6,18.3,+0.3,-2.9,-1.7,-1.3,-0.2
1516,SAC,Cauley-Stein,36%,16.9,19.5,-2.6,-2.7,-2.4,-0.3,-1.8
1516,SAC,Acy,22%,16.3,17.9,-1.6,-6.9,-1.2,-5.7,-3.0
1516,SAC,McLemore,36%,9.3,17.3,-8.0,+0.7,-4.3,+5.0,-3.7
1516,SAC,Dukan,1%,4.0,4.0,-0.0,-15.9,-2.4,-13.6,-4.5
1516,SAC,Belinelli,42%,10.1,15.3,-5.3,-5.4,-0.3,-5.1,-5.2
1516,SAC,Anderson,18%,6.5,12.5,-6.0,-5.5,-1.8,-3.7,-5.2
1516,SAC,Koufos,37%,16.7,21.6,-4.9,-7.3,+0.4,-7.7,-5.9
1516,SAC,Butler,4%,12.4,17.8,-5.3,-11.2,-2.1,-9.2,-6.6
