Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1011,CHI,Rose,76%,24.7,14.2,+10.5,+7.9,+5.2,+2.7,+7.9
1011,CHI,Butler,1%,15.3,13.0,+2.3,+22.4,+7.2,+15.2,+6.6
1011,CHI,Deng,81%,16.5,10.5,+6.0,+7.8,+4.8,+3.0,+5.0
1011,CHI,Lucas,0%,-0.8,-15.9,+15.1,-14.2,+7.3,-21.6,+2.9
1011,CHI,Boozer,47%,20.1,16.7,+3.4,+7.0,+7.5,-0.4,+2.1
1011,CHI,Brewer,45%,14.9,11.1,+3.8,+6.5,+7.8,-1.3,+2.1
1011,CHI,Johnson,3%,9.2,6.2,+3.0,+7.0,+7.3,-0.2,+1.9
1011,CHI,Asik,25%,13.0,15.0,-1.9,+11.4,+5.9,+5.5,+0.6
1011,CHI,Korver,42%,13.6,14.1,-0.5,+8.8,+6.2,+2.6,+0.5
1011,CHI,Gibson,44%,15.3,14.8,+0.5,+7.2,+7.3,-0.1,+0.3
1011,CHI,Watson,27%,13.3,12.3,+1.0,+6.2,+7.7,-1.5,+0.2
1011,CHI,Noah,40%,20.4,18.6,+1.8,+5.4,+8.5,-3.2,+0.2
1011,CHI,Thomas,30%,11.1,16.1,-5.0,+6.4,+7.6,-1.2,-3.7
1011,CHI,Bogans,37%,9.6,14.7,-5.1,+5.5,+8.3,-2.8,-4.3
1011,CHI,Scalabrine,2%,6.4,25.2,-18.8,-3.8,+7.5,-11.3,-16.3
