0,1,2,3,4,5,6,7,8
#,Unit,Min,Off,Def,+/-,W,L,Win%
1,Wall-Young-Lewis-Blatche-McGee,255.1,1.08,1.03,+29,8,11,42.1
2,Wall-Hinrich-Thornton-Blatche-McGee,131.1,0.95,1.09,-30,4,9,30.7
3,Wall-Jo.Crawford-Evans-Blatche-McGee,117.3,1.09,1.01,+25,5,3,62.5
4,Wall-Jo.Crawford-Evans-Yi-McGee,84.7,0.97,1.14,-24,2,8,20.0
5,Hinrich-Young-Thornton-Blatche-McGee,77.0,1.10,0.98,+22,7,6,53.8
6,Wall-Jo.Crawford-Yi-Booker-McGee,76.2,0.97,1.26,-39,1,6,14.2
7,Arenas-Hinrich-Thornton-Blatche-McGee,73.2,1.17,1.05,+17,3,4,42.8
8,Wall-Young-Howard-Blatche-McGee,62.3,1.07,1.17,-11,3,4,42.8
9,Wall-Young-Lewis-Booker-Blatche,52.1,1.04,0.97,+7,2,2,50.0
10,Wall-Hinrich-Thornton-Yi-Blatche,49.0,1.21,1.14,+4,7,6,53.8
11,Wall-Arenas-Hinrich-Blatche-McGee,44.1,1.03,1.13,-1,3,3,50.0
12,Wall-Young-Howard-Lewis-McGee,40.1,1.11,1.10,+1,2,2,50.0
13,Wall-Arenas-Young-Blatche-McGee,39.2,1.05,1.17,-14,3,4,42.8
14,Arenas-Hinrich-Young-Blatche-McGee,36.0,1.05,1.17,-3,8,4,66.6
15,Wall-Hinrich-Young-Lewis-Blatche,31.2,0.98,1.24,-12,2,3,40.0
16,Wall-Young-Lewis-Yi-Blatche,30.5,0.89,1.03,-6,3,4,42.8
17,Arenas-Hinrich-Thornton-Booker-McGee,30.3,1.01,0.99,+0,4,2,66.6
18,Wall-Jo.Crawford-Evans-Booker-McGee,29.8,1.11,1.19,-11,3,5,37.5
19,Wall-Young-Lewis-Seraphin-Blatche,28.0,0.94,1.22,-13,3,5,37.5
20,Jo.Crawford-Jeffers-Evans-Blatche-McGee,28.0,1.29,1.39,-8,1,3,25.0
