Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1011,UTA,Williams,51%,23.3,15.6,+7.7,-1.3,-2.3,+1.0,+5.5
1011,UTA,Kirilenko,50%,17.8,11.1,+6.7,-0.7,-2.9,+2.2,+5.2
1011,UTA,Evans,12%,20.4,14.2,+6.2,-1.5,-1.9,+0.4,+4.3
1011,UTA,Weaver,2%,11.5,6.5,+5.0,+0.0,-1.8,+1.8,+3.9
1011,UTA,Millsap,66%,21.1,20.3,+0.8,+0.2,-5.6,+5.8,+2.5
1011,UTA,Miles,49%,15.0,15.7,-0.7,+1.3,-4.9,+6.2,+1.6
1011,UTA,Favors,11%,18.0,12.4,+5.6,-8.8,-0.9,-7.8,+1.1
1011,UTA,Jefferson,74%,21.4,18.0,+3.4,-2.8,+0.9,-3.6,+1.1
1011,UTA,Harris,13%,16.3,20.9,-4.6,-1.3,-1.9,+0.6,-2.9
1011,UTA,Fesenko,11%,6.1,14.6,-8.5,+4.1,-2.6,+6.7,-3.4
1011,UTA,Watson,39%,10.8,19.2,-8.3,+0.3,-3.2,+3.5,-4.4
1011,UTA,Hayward,31%,11.3,15.9,-4.6,-7.5,+0.7,-8.2,-5.8
1011,UTA,Elson,15%,9.6,17.0,-7.4,-4.6,-1.3,-3.2,-6.0
1011,UTA,Bell,53%,8.6,14.7,-6.1,-4.9,+1.7,-6.6,-6.3
1011,UTA,Price,18%,5.4,16.5,-11.1,+0.8,-2.4,+3.2,-6.4
1011,UTA,Okur,4%,13.1,22.3,-9.2,-9.4,-1.5,-7.9,-8.8
1011,UTA,Cousin,0%,8.4,45.5,-37.1,-44.6,-1.6,-43.0,-39.1
