Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0910,CLE,C.Jackson,0%,-7.1,-12.5,+5.4,+48.3,+6.4,+41.9,+20.0
0910,CLE,James,75%,35.0,12.9,+22.1,+10.5,-5.5,+16.0,+19.7
0910,CLE,Varejao,55%,18.0,15.2,+2.8,+11.4,+0.6,+10.8,+6.0
0910,CLE,Jamison,21%,19.2,16.3,+2.9,+9.1,+5.8,+3.2,+3.0
0910,CLE,West,38%,15.7,15.0,+0.7,+6.6,+6.4,+0.2,+0.5
0910,CLE,O'Neal,31%,20.3,17.9,+2.4,+3.7,+7.8,-4.0,-0.2
0910,CLE,Parker,58%,11.3,14.9,-3.5,+8.5,+3.7,+4.8,-0.2
0910,CLE,Gibson,27%,12.7,13.8,-1.1,+6.8,+6.4,+0.5,-0.5
0910,CLE,Ilgauskas,34%,13.7,16.5,-2.8,+8.0,+5.7,+2.3,-0.8
0910,CLE,M.Williams,60%,18.2,17.6,+0.6,+5.3,+8.3,-3.1,-0.9
0910,CLE,Moon,27%,14.5,14.0,+0.5,+3.6,+7.6,-4.0,-1.3
0910,CLE,Hickson,43%,17.3,18.9,-1.5,+1.6,+10.2,-8.6,-4.4
0910,CLE,Telfair,2%,15.7,21.6,-5.9,-4.9,+6.7,-11.7,-8.2
0910,CLE,Powe,6%,11.8,18.9,-7.1,-3.1,+7.1,-10.2,-8.3
0910,CLE,J.Williams,19%,9.4,18.4,-9.1,-2.1,+8.5,-10.6,-9.7
0910,CLE,Green,3%,14.0,20.2,-6.2,-8.8,+6.9,-15.7,-10.0
0910,CLE,Jackson,3%,0.6,23.2,-22.6,-17.6,+7.2,-24.8,-23.5
0910,CLE,Karl,0%,-48.7,42.8,-91.5,-45.6,+6.6,-52.1,-75.8
