Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1516,UTA,Favors,50%,23.7,15.9,+7.8,+2.3,+1.2,+1.1,+5.5
1516,UTA,Hayward,72%,19.9,12.9,+7.0,+1.6,+2.3,-0.7,+4.4
1516,UTA,Gobert,48%,19.4,15.0,+4.4,+3.8,-0.1,+3.9,+4.3
1516,UTA,Hood,64%,15.3,14.6,+0.7,+2.5,+0.5,+1.9,+1.1
1516,UTA,Mack,22%,14.3,17.0,-2.7,+6.8,+0.3,+6.5,+0.4
1516,UTA,Booker,41%,15.9,16.6,-0.7,+1.9,+1.7,+0.2,-0.4
1516,UTA,Burks,20%,15.4,15.1,+0.3,-0.9,+2.4,-3.3,-0.9
1516,UTA,Withey,17%,19.4,22.3,-2.9,+4.3,+1.3,+3.0,-0.9
1516,UTA,Ingles,31%,11.4,13.6,-2.2,-0.1,+2.6,-2.7,-2.4
1516,UTA,Burke,34%,14.9,17.0,-2.1,-0.1,+2.8,-2.9,-2.4
1516,UTA,Johnson,22%,9.0,13.3,-4.3,+0.3,+2.2,-1.9,-3.5
1516,UTA,Lyles,35%,12.9,16.0,-3.1,-1.5,+3.5,-5.0,-3.7
1516,UTA,Neto,38%,11.0,18.0,-7.0,+2.5,+1.3,+1.2,-4.3
1516,UTA,Millsap,4%,7.2,16.0,-8.9,+5.8,+1.6,+4.2,-4.5
1516,UTA,Green,1%,16.0,37.1,-21.1,-2.8,+1.8,-4.6,-15.6
1516,UTA,Pleiss,2%,3.5,35.8,-32.3,-9.4,+2.0,-11.4,-25.3
