Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1415,SAS,Leonard,51%,23.6,11.2,+12.4,+10.4,+1.6,+8.8,+11.2
1415,SAS,Ginobili,40%,16.8,9.6,+7.2,+9.5,+3.9,+5.7,+6.7
1415,SAS,Green,58%,17.5,11.4,+6.2,+8.9,+2.3,+6.5,+6.3
1415,SAS,Duncan,56%,24.3,16.8,+7.4,+6.6,+5.5,+1.1,+5.3
1415,SAS,Splitter,26%,20.3,20.9,-0.6,+10.8,+4.5,+6.3,+1.7
1415,SAS,Joseph,36%,16.5,13.9,+2.5,+5.9,+6.3,-0.4,+1.6
1415,SAS,Mills,20%,13.3,16.1,-2.9,+9.4,+5.3,+4.1,-0.5
1415,SAS,Diaw,50%,13.3,15.7,-2.4,+7.0,+5.2,+1.9,-1.0
1415,SAS,Baynes,28%,17.0,18.5,-1.5,+5.8,+6.2,-0.4,-1.1
1415,SAS,Parker,49%,16.4,18.9,-2.5,+4.9,+7.3,-2.4,-2.4
1415,SAS,Belinelli,35%,12.9,13.4,-0.5,-0.1,+9.4,-9.5,-3.5
1415,SAS,Bonner,23%,10.6,14.8,-4.2,+2.0,+7.4,-5.4,-4.6
1415,SAS,Ayres,10%,15.5,20.0,-4.5,-6.8,+7.5,-14.2,-7.8
1415,SAS,Williams,3%,10.7,11.0,-0.2,-16.4,+6.7,-23.2,-7.9
1415,SAS,Anderson,9%,8.7,16.3,-7.5,-4.7,+7.2,-11.9,-9.0
1415,SAS,Daye,7%,7.3,15.9,-8.6,-7.5,+7.1,-14.6,-10.6
1415,SAS,J.Green,1%,10.3,24.6,-14.3,-15.5,+6.2,-21.7,-16.8
