Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1920,CHA,Graham,70%,21.2,19.3,+1.9,-4.1,-13.2,+9.0,+4.3
1920,CHA,Hernangomez,12%,26.2,25.7,+0.5,-2.4,-7.4,+5.1,+2.0
1920,CHA,Caleb.Martin,10%,13.4,15.7,-2.3,+0.8,-7.7,+8.4,+1.3
1920,CHA,Simmons,0%,0.0,0.0,+0.0,+0.0,-6.8,+6.8,+0.0
1920,CHA,Franks,0%,0.0,0.0,+0.0,+0.0,-6.8,+6.8,+0.0
1920,CHA,Kidd-Gilchrist,5%,8.5,16.6,-8.1,+6.7,-7.5,+14.3,-0.7
1920,CHA,Rozier,69%,20.0,20.0,+0.0,-8.9,-2.1,-6.8,-2.3
1920,CHA,Batum,16%,12.3,17.4,-5.2,-4.7,-7.2,+2.6,-2.6
1920,CHA,Monk,37%,17.2,19.0,-1.8,-9.7,-5.1,-4.5,-2.7
1920,CHA,Biyombo,33%,21.4,25.4,-4.0,-7.2,-6.6,-0.5,-2.9
1920,CHA,Zeller,43%,25.1,28.6,-3.5,-8.0,-5.9,-2.1,-3.0
1920,CHA,Washington,56%,16.9,22.8,-5.9,-6.1,-7.7,+1.5,-3.4
1920,CHA,Williams,26%,16.0,21.7,-5.7,-6.7,-6.8,+0.1,-3.7
1920,CHA,Cody.Martin,29%,11.2,20.6,-9.3,-3.8,-8.0,+4.2,-4.8
1920,CHA,Bridges,63%,16.4,20.2,-3.8,-9.7,-1.8,-7.9,-5.2
1920,CHA,McDaniels,9%,14.4,26.2,-11.9,-3.8,-7.1,+3.3,-6.8
1920,CHA,Bacon,22%,8.6,17.9,-9.3,-9.2,-6.1,-3.1,-7.2
1920,CHA,Chealey,1%,-3.8,10.5,-14.3,-26.4,-6.6,-19.8,-16.1
