Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1516,BKN,Lopez,62%,23.7,18.0,+5.8,-2.3,-15.5,+13.2,+8.2
1516,BKN,Reed,11%,21.2,15.7,+5.5,-9.0,-7.1,-1.9,+3.0
1516,BKN,Young,61%,19.5,19.7,-0.2,-4.6,-11.5,+6.9,+2.2
1516,BKN,Karasev,10%,9.5,11.6,-2.1,-0.7,-8.1,+7.4,+1.1
1516,BKN,Johnson,49%,11.7,15.3,-3.6,-3.7,-10.8,+7.1,-0.1
1516,BKN,Sloan,33%,15.4,17.6,-2.2,-4.6,-8.7,+4.2,-0.1
1516,BKN,Hollis-Jefferson,16%,16.0,18.1,-2.1,-4.6,-7.8,+3.2,-0.3
1516,BKN,Jack,26%,15.8,17.8,-2.0,-6.0,-7.8,+1.7,-0.8
1516,BKN,Kilpatrick,14%,18.1,16.6,+1.4,-12.1,-6.6,-5.5,-0.9
1516,BKN,Bogdanovic,54%,11.7,14.6,-2.9,-8.9,-5.5,-3.4,-3.1
1516,BKN,Ellington,41%,11.1,15.7,-4.6,-9.6,-5.7,-3.9,-4.4
1516,BKN,Larkin,44%,14.6,23.1,-8.5,-9.4,-5.6,-3.8,-6.9
1516,BKN,Robinson,23%,16.1,21.9,-5.7,-14.6,-5.1,-9.4,-7.0
1516,BKN,Brown,25%,12.3,20.1,-7.9,-11.5,-6.0,-5.5,-7.1
1516,BKN,Bargnani,16%,12.8,23.1,-10.3,-14.4,-6.0,-8.5,-9.7
1516,BKN,McCullough,9%,13.3,24.5,-11.2,-15.8,-6.5,-9.3,-10.6
1516,BKN,Sims,7%,15.4,27.0,-11.6,-17.2,-6.6,-10.5,-11.3
