Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1718,DEN,Jokic,61%,28.8,20.4,+8.4,+7.2,-7.7,+14.9,+10.6
1718,DEN,Harris,58%,19.4,16.0,+3.4,+3.9,-1.9,+5.7,+4.2
1718,DEN,Barton,68%,18.9,14.8,+4.1,+2.2,+0.0,+2.2,+3.5
1718,DEN,Murray,65%,18.7,18.9,-0.2,+4.3,-3.7,+8.1,+2.6
1718,DEN,Lyles,35%,21.2,17.2,+4.0,+0.2,+2.2,-1.9,+2.0
1718,DEN,Morris,1%,32.0,21.8,+10.2,-13.8,+1.6,-15.4,+0.0
1718,DEN,Millsap,29%,19.7,22.8,-3.0,+4.2,+0.4,+3.8,-0.7
1718,DEN,Chandler,59%,12.9,13.9,-1.0,+1.3,+1.8,-0.6,-0.9
1718,DEN,Faried,12%,20.2,20.8,-0.5,-4.7,+2.3,-7.0,-2.7
1718,DEN,Plumlee,36%,19.6,22.7,-3.2,-1.8,+3.4,-5.2,-3.8
1718,DEN,Beasley,15%,10.7,14.4,-3.6,-2.7,+2.2,-4.9,-4.1
1718,DEN,Hernangomez,7%,11.5,18.8,-7.3,-4.1,+1.9,-6.0,-6.9
1718,DEN,Mudiay,19%,14.5,19.6,-5.0,-8.6,+3.8,-12.4,-7.5
1718,DEN,Craig,16%,11.5,20.6,-9.0,-4.8,+2.7,-7.5,-8.5
1718,DEN,D.Harris,13%,11.9,24.3,-12.4,-2.2,+2.0,-4.2,-9.6
1718,DEN,Jefferson,4%,7.6,23.4,-15.8,-13.2,+2.1,-15.4,-15.7
1718,DEN,Lydon,0%,-24.0,-15.1,-9.0,-146.4,+1.6,-148.0,-16.0
1718,DEN,Arthur,3%,9.8,31.1,-21.3,-10.6,+1.9,-12.5,-18.4
