Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1516,CHI,Butler,62%,23.2,12.3,+10.8,-0.2,-3.5,+3.2,+8.3
1516,CHI,Felicio,8%,19.6,16.8,+2.9,+7.9,-2.3,+10.2,+5.3
1516,CHI,Gasol,58%,24.0,18.2,+5.8,-0.1,-3.4,+3.3,+5.0
1516,CHI,Mirotic,41%,17.1,18.9,-1.8,+1.2,-3.3,+4.5,+0.3
1516,CHI,Holiday,13%,12.8,12.7,+0.1,-4.5,-1.0,-3.5,-1.1
1516,CHI,Gibson,49%,17.2,16.6,+0.6,-3.8,+0.8,-4.5,-1.1
1516,CHI,Moore,32%,12.4,14.3,-1.9,-1.4,-1.5,+0.1,-1.3
1516,CHI,McDermott,47%,11.8,14.1,-2.3,-1.7,-1.3,-0.4,-1.7
1516,CHI,Snell,33%,7.1,13.7,-6.7,+3.6,-3.9,+7.5,-1.9
1516,CHI,Noah,16%,15.6,18.9,-3.3,-2.6,-1.2,-1.3,-2.7
1516,CHI,Rose,53%,14.3,16.5,-2.2,-3.8,+1.1,-4.9,-3.1
1516,CHI,Brooks,28%,12.5,20.2,-7.7,-0.6,-1.8,+1.2,-4.7
1516,CHI,Portis,28%,15.0,19.7,-4.7,-7.8,+1.0,-8.7,-6.0
1516,CHI,Hinrich,14%,8.0,18.7,-10.7,-0.9,-1.6,+0.7,-6.9
1516,CHI,Dunleavy,18%,9.9,20.9,-11.0,-4.7,-0.8,-4.0,-8.7
1516,CHI,Bairstow,3%,7.6,23.2,-15.6,-3.7,-1.4,-2.3,-11.2
