Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1415,DAL,Wright,13%,27.9,15.6,+12.2,+5.0,+2.6,+2.5,+9.0
1415,DAL,Chandler,57%,22.1,16.3,+5.8,+4.8,+0.3,+4.5,+5.4
1415,DAL,Nowitzki,57%,20.4,15.2,+5.2,+5.0,+0.0,+5.0,+5.1
1415,DAL,Ellis,68%,17.0,12.2,+4.8,+3.8,+0.9,+2.8,+4.2
1415,DAL,Parsons,55%,17.2,14.1,+3.1,+4.3,+1.1,+3.2,+3.1
1415,DAL,James,4%,17.1,9.8,+7.3,-2.7,+3.1,-5.8,+2.9
1415,DAL,Barea,34%,15.7,14.4,+1.3,+4.3,+2.1,+2.2,+1.6
1415,DAL,Stoudemire,10%,23.8,21.2,+2.6,-2.8,+3.5,-6.3,-0.4
1415,DAL,Harris,42%,15.6,17.0,-1.4,+2.7,+3.0,-0.3,-1.0
1415,DAL,Aminu,34%,15.4,17.9,-2.4,+3.9,+2.3,+1.6,-1.1
1415,DAL,Felton,7%,13.0,11.9,+1.1,-3.4,+3.4,-6.8,-1.5
1415,DAL,Rondo,33%,12.9,13.0,-0.1,-1.5,+5.0,-6.5,-2.2
1415,DAL,Crowder,7%,13.3,17.0,-3.7,+0.2,+3.1,-2.9,-3.4
1415,DAL,Villanueva,17%,18.2,20.7,-2.5,-3.8,+4.3,-8.1,-4.4
1415,DAL,Jefferson,31%,12.0,17.1,-5.1,+0.7,+3.9,-3.2,-4.5
1415,DAL,Nelson,15%,10.2,19.9,-9.7,+6.8,+2.2,+4.6,-4.9
1415,DAL,Powell,6%,13.7,23.2,-9.5,+1.5,+3.0,-1.5,-6.8
1415,DAL,Smith,9%,11.2,26.7,-15.5,-3.3,+3.5,-6.8,-12.6
1415,DAL,Ledo,0%,-26.9,3.0,-29.9,-13.2,+2.9,-16.1,-25.3
