Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1718,IND,Oladipo,65%,27.2,13.4,+13.8,+6.4,-7.7,+14.2,+14.0
1718,IND,Collison,51%,22.2,17.7,+4.5,+3.1,-0.4,+3.4,+4.1
1718,IND,Bogdanovic,62%,16.5,14.5,+2.1,+1.7,+0.9,+0.8,+1.7
1718,IND,Wilkins,4%,5.8,7.1,-1.3,+8.8,+1.1,+7.7,+0.2
1718,IND,Sumner,0%,43.9,19.7,+24.2,-134.0,+1.5,-135.4,+0.1
1718,IND,T.Young,66%,14.2,18.6,-4.3,+4.0,-3.5,+7.5,-0.4
1718,IND,McKinney-Jones,0%,-46.5,-46.5,+0.0,+0.0,+1.4,-1.4,-0.5
1718,IND,RobinsonIII,9%,12.7,13.1,-0.4,-0.1,+1.5,-1.7,-0.8
1718,IND,Sabonis,46%,20.9,21.9,-1.0,+0.9,+1.8,-0.8,-1.0
1718,IND,Stephenson,47%,15.1,13.5,+1.5,-2.8,+5.1,-7.8,-1.6
1718,IND,Turner,46%,19.5,24.3,-4.8,+3.1,-0.1,+3.2,-2.1
1718,IND,Jefferson,12%,24.0,27.3,-3.3,-1.0,+1.7,-2.8,-3.1
1718,IND,Booker,7%,17.2,21.6,-4.4,-2.4,+1.7,-4.0,-4.3
1718,IND,Joseph,56%,13.0,19.1,-6.2,-1.1,+4.6,-5.7,-6.0
1718,IND,J.Young,14%,10.4,17.5,-7.1,-4.7,+2.4,-7.1,-7.1
1718,IND,Leaf,12%,12.6,25.5,-12.8,-9.0,+2.8,-11.8,-12.5
1718,IND,Poythress,3%,9.2,27.7,-18.5,-10.1,+1.7,-11.8,-16.3
1718,IND,Anigbogu,1%,25.5,48.7,-23.2,-23.6,+1.6,-25.2,-23.9
1718,IND,Moore,0%,-7.8,38.6,-46.4,-77.6,+1.6,-79.2,-40.9
