Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1617,MIN,Lucas,0%,10.6,1.6,+9.0,+54.0,-1.3,+55.3,+16.0
1617,MIN,Towns,76%,29.9,22.8,+7.1,-0.4,-3.3,+2.9,+5.7
1617,MIN,Wiggins,77%,18.7,16.4,+2.3,-0.3,-3.9,+3.6,+2.8
1617,MIN,Rubio,62%,19.3,18.1,+1.2,-0.1,-2.7,+2.6,+1.7
1617,MIN,Muhammad,38%,16.9,13.9,+3.1,-2.4,-0.3,-2.1,+1.3
1617,MIN,Dieng,67%,16.4,17.5,-1.1,+0.6,-4.5,+5.1,+1.0
1617,MIN,LaVine,44%,16.8,14.3,+2.5,-3.2,+0.6,-3.8,+0.4
1617,MIN,Pekovic,0%,0.0,0.0,+0.0,+0.0,-1.1,+1.1,+0.0
1617,MIN,Jones,20%,15.7,19.0,-3.3,+2.1,-1.9,+4.0,-0.8
1617,MIN,Bjelica,30%,12.8,16.2,-3.4,-0.5,-1.4,+0.8,-2.0
1617,MIN,Payne,4%,16.1,24.5,-8.5,+3.8,-1.3,+5.1,-3.9
1617,MIN,Stephenson,2%,7.9,11.1,-3.2,-7.8,-1.0,-6.9,-4.4
1617,MIN,Rush,26%,7.5,16.1,-8.6,-1.9,-0.8,-1.0,-6.1
1617,MIN,Aldrich,13%,14.9,23.2,-8.2,-3.0,-0.8,-2.2,-6.2
1617,MIN,J.Hill,1%,6.1,23.3,-17.2,+12.3,-1.3,+13.6,-6.9
1617,MIN,Dunn,34%,9.4,22.6,-13.2,-4.8,+0.8,-5.6,-10.7
1617,MIN,Casspi,6%,8.5,15.9,-7.4,-18.0,-0.1,-17.9,-10.9
