Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1011,MEM,Randolph,68%,24.1,15.4,+8.7,+4.6,-2.6,+7.1,+8.2
1011,MEM,Haddadi,4%,21.1,17.3,+3.9,+13.7,+1.8,+11.9,+6.5
1011,MEM,Gay,54%,18.8,11.2,+7.6,+3.0,+1.5,+1.6,+5.6
1011,MEM,Battier,14%,11.3,9.0,+2.3,+7.0,+1.6,+5.4,+3.3
1011,MEM,Allen,38%,19.5,14.8,+4.7,+1.7,+2.7,-1.0,+2.8
1011,MEM,Conley,72%,16.7,17.5,-0.8,+5.0,-4.7,+9.8,+2.7
1011,MEM,Gasol,65%,18.0,14.6,+3.5,+2.5,+1.9,+0.6,+2.5
1011,MEM,Arthur,40%,16.6,16.7,-0.2,+1.2,+3.1,-1.9,-0.8
1011,MEM,Young,40%,13.2,16.3,-3.1,+2.4,+2.2,+0.2,-2.0
1011,MEM,Mayo,47%,13.0,18.1,-5.1,+3.1,+1.6,+1.5,-2.9
1011,MEM,Powe,4%,18.7,23.5,-4.8,-5.1,+2.6,-7.7,-5.8
1011,MEM,Carroll,1%,13.2,27.4,-14.2,+9.8,+2.2,+7.6,-6.9
1011,MEM,Vasquez,22%,9.8,16.5,-6.7,-3.8,+4.0,-7.9,-7.1
1011,MEM,Williams,3%,8.4,19.8,-11.4,+1.6,+2.3,-0.8,-7.9
1011,MEM,Henry,13%,7.0,15.0,-7.9,-4.5,+3.4,-7.8,-7.9
1011,MEM,Smith,3%,4.1,17.3,-13.2,-0.8,+2.4,-3.3,-9.9
1011,MEM,Thabeet,9%,5.4,20.1,-14.7,-15.2,+4.1,-19.3,-16.2
1011,MEM,Law,2%,-0.1,16.6,-16.7,-24.8,+3.0,-27.8,-20.4
1011,MEM,Carney,0%,21.5,32.6,-11.1,-49.7,+2.4,-52.0,-24.8
