Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1819,MIN,Towns,64%,32.4,22.0,+10.4,+1.1,-6.1,+7.2,+9.3
1819,MIN,Deng,10%,18.0,14.1,+3.9,+10.8,-2.9,+13.7,+7.1
1819,MIN,Rose,35%,23.9,16.1,+7.8,+1.3,-3.0,+4.3,+6.6
1819,MIN,Butler,9%,27.1,19.1,+8.0,-8.2,-0.8,-7.4,+2.9
1819,MIN,Covington,19%,18.0,19.3,-1.3,+2.9,-2.6,+5.4,+0.9
1819,MIN,Teague,32%,19.0,19.1,-0.1,+0.0,-2.2,+2.2,+0.7
1819,MIN,Patton,0%,0.0,0.0,+0.0,+0.0,-1.5,+1.5,+0.0
1819,MIN,Saric,41%,17.7,18.1,-0.3,-1.2,-1.7,+0.5,-0.1
1819,MIN,Gibson,43%,21.7,21.5,+0.3,-2.3,-0.9,-1.4,-0.3
1819,MIN,Jones,39%,16.9,19.2,-2.3,-0.1,-2.4,+2.3,-0.8
1819,MIN,Wiggins,64%,15.2,17.6,-2.4,-1.3,-1.9,+0.6,-1.4
1819,MIN,Bates-Diop,13%,12.0,13.9,-1.9,-5.1,-1.0,-4.1,-2.6
1819,MIN,Dieng,26%,22.3,25.0,-2.8,-5.5,-0.1,-5.4,-3.7
1819,MIN,Okogie,44%,11.5,18.6,-7.2,-1.4,-1.6,+0.2,-4.7
1819,MIN,Tolliver,27%,10.9,17.0,-6.1,-2.9,-1.0,-2.0,-4.7
1819,MIN,Reynolds,7%,12.9,18.7,-5.7,-4.9,-1.3,-3.6,-5.0
1819,MIN,Canaan,2%,15.4,19.4,-4.0,-11.5,-1.3,-10.2,-6.1
1819,MIN,Nunnally,2%,15.1,21.4,-6.3,-11.6,-1.4,-10.3,-7.6
1819,MIN,Bayless,17%,10.6,24.7,-14.0,-12.0,+0.6,-12.6,-13.5
1819,MIN,C.J.Williams,3%,7.9,19.5,-11.5,-18.8,-0.9,-17.9,-13.6
1819,MIN,Terrell,3%,0.8,19.1,-18.3,-12.1,-1.2,-10.8,-15.8
1819,MIN,Creek,0%,21.1,45.2,-24.1,-4.3,-1.5,-2.8,-17.0
