Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1112,GSW,Benson,0%,6.1,8.3,-2.2,+36.8,-3.5,+40.3,+12.0
1112,GSW,Smith,2%,16.8,7.8,+9.0,+3.1,-3.5,+6.6,+8.2
1112,GSW,Curry,23%,21.6,17.0,+4.7,+5.0,-5.9,+11.0,+6.8
1112,GSW,Robinson,37%,18.1,16.3,+1.8,+1.4,-6.3,+7.7,+3.8
1112,GSW,Ellis,43%,18.4,14.5,+3.9,-1.9,-4.5,+2.6,+3.4
1112,GSW,Rush,54%,15.8,13.1,+2.6,-2.2,-4.7,+2.5,+2.6
1112,GSW,Udoh,26%,11.9,16.2,-4.3,+8.7,-7.6,+16.3,+2.6
1112,GSW,Lee,66%,20.3,18.5,+1.8,-3.1,-4.1,+1.0,+1.6
1112,GSW,Thompson,51%,14.7,13.1,+1.6,-3.9,-2.9,-1.0,+0.7
1112,GSW,Jefferson,18%,11.6,13.4,-1.8,-6.6,-2.7,-4.0,-2.5
1112,GSW,Wright,52%,15.3,18.7,-3.4,-5.5,-1.1,-4.4,-3.7
1112,GSW,Brown,6%,11.6,15.4,-3.8,-7.2,-3.2,-4.0,-3.9
1112,GSW,McGuire,35%,12.4,16.7,-4.2,-6.4,-1.8,-4.6,-4.3
1112,GSW,C.Wright,6%,20.5,27.5,-7.0,-4.0,-3.4,-0.6,-4.9
1112,GSW,Jenkins,28%,12.4,19.3,-7.0,-11.9,-0.1,-11.9,-8.6
1112,GSW,Gladness,7%,10.9,20.2,-9.3,-12.4,-2.7,-9.7,-9.5
1112,GSW,Biedrins,23%,9.6,22.1,-12.4,-7.7,-2.1,-5.6,-10.2
1112,GSW,Tyler,18%,10.3,23.8,-13.5,-10.0,-2.0,-8.0,-11.7
1112,GSW,Moore,4%,6.5,23.8,-17.3,-6.5,-3.3,-3.3,-12.6
1112,GSW,Barron,0%,4.1,30.9,-26.8,-11.0,-3.4,-7.6,-20.4
