Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1718,ORL,Gordon,49%,19.6,15.3,+4.3,-2.4,-7.3,+5.0,+4.5
1718,ORL,Birch,15%,19.3,18.9,+0.4,+0.7,-5.9,+6.5,+2.5
1718,ORL,Vucevic,43%,23.6,23.6,-0.0,-0.9,-7.9,+7.0,+2.3
1718,ORL,Fournier,47%,18.2,16.7,+1.6,-3.1,-6.5,+3.4,+2.2
1718,ORL,Augustin,45%,18.1,17.6,+0.6,-3.6,-6.0,+2.4,+1.2
1718,ORL,Hezonja,42%,16.3,13.8,+2.6,-6.1,-4.1,-2.0,+1.0
1718,ORL,Mack,34%,15.9,16.9,-1.1,-2.9,-5.9,+3.0,+0.3
1718,ORL,Speights,17%,16.2,21.4,-5.2,+2.0,-6.3,+8.3,-0.7
1718,ORL,Ross,15%,11.7,16.9,-5.2,-3.5,-5.2,+1.7,-2.9
1718,ORL,Artis,7%,8.5,15.5,-7.0,-1.1,-5.2,+4.1,-3.3
1718,ORL,Payton,32%,21.2,24.5,-3.4,-7.8,-3.6,-4.2,-3.7
1718,ORL,Simmons,52%,14.9,19.5,-4.5,-7.2,-2.5,-4.7,-4.6
1718,ORL,Payne,1%,23.8,26.7,-3.0,-15.8,-4.8,-11.0,-5.6
1718,ORL,Isaac,13%,11.6,17.8,-6.2,-9.1,-4.2,-4.9,-5.7
1718,ORL,Vaughn,1%,1.5,8.4,-7.0,-8.8,-4.9,-3.9,-5.9
1718,ORL,Iwundu,26%,9.3,18.4,-9.1,-5.0,-4.9,-0.1,-6.1
1718,ORL,Afflalo,17%,7.0,15.2,-8.3,-7.0,-4.5,-2.5,-6.3
1718,ORL,Purvis,7%,5.4,14.5,-9.1,-9.8,-4.5,-5.3,-7.9
1718,ORL,Biyombo,38%,16.6,23.0,-6.3,-14.1,+0.7,-14.9,-9.2
