Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1011,DEN,Anthony,45%,22.4,12.3,+10.1,+4.2,+5.2,-1.1,+6.4
1011,DEN,Felton,17%,15.6,11.8,+3.8,+11.9,+3.3,+8.6,+5.4
1011,DEN,Gallinari,11%,17.1,10.9,+6.1,+5.5,+4.7,+0.9,+4.4
1011,DEN,Nene,58%,22.3,18.3,+4.1,+6.7,+2.0,+4.7,+4.3
1011,DEN,Lawson,53%,19.2,13.9,+5.3,+5.4,+4.0,+1.5,+4.0
1011,DEN,Andersen,19%,20.9,16.0,+4.9,+5.8,+4.5,+1.3,+3.7
1011,DEN,Koufos,2%,21.7,15.6,+6.1,+3.4,+4.8,-1.4,+3.6
1011,DEN,Smith,50%,17.4,16.2,+1.2,+6.2,+3.3,+2.8,+1.8
1011,DEN,Chandler,16%,12.1,11.3,+0.9,+7.1,+4.3,+2.8,+1.5
1011,DEN,Billups,42%,19.8,17.0,+2.8,+3.8,+5.4,-1.6,+1.3
1011,DEN,Martin,31%,15.3,16.0,-0.7,+7.9,+3.3,+4.6,+1.1
1011,DEN,Afflalo,59%,14.6,16.0,-1.5,+3.3,+6.9,-3.6,-2.2
1011,DEN,Harrington,42%,12.9,19.5,-6.6,+3.8,+5.5,-1.7,-5.0
1011,DEN,Mozgov,2%,15.5,28.6,-13.1,+10.2,+4.7,+5.5,-6.9
1011,DEN,Williams,18%,12.3,19.7,-7.4,-0.5,+5.9,-6.5,-7.1
1011,DEN,Ely,9%,9.1,18.3,-9.2,+1.2,+5.1,-3.9,-7.5
1011,DEN,Forbes,20%,12.3,20.2,-8.0,-2.0,+6.4,-8.5,-8.1
1011,DEN,Carter,4%,5.6,14.8,-9.2,-6.9,+5.2,-12.1,-10.2
1011,DEN,Balkman,1%,13.9,39.6,-25.8,-3.3,+4.8,-8.1,-19.9
