Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1112,IND,Fesenko,1%,32.0,14.6,+17.4,+19.8,+3.2,+16.6,+17.1
1112,IND,Granger,65%,18.6,12.4,+6.2,+6.9,-3.3,+10.1,+7.5
1112,IND,Hibbert,61%,20.0,15.0,+5.0,+5.3,+0.1,+5.2,+5.1
1112,IND,George,61%,17.0,14.2,+2.8,+6.0,-1.1,+7.1,+4.3
1112,IND,West,60%,18.3,15.2,+3.2,+5.4,+0.1,+5.3,+3.9
1112,IND,Hill,40%,16.1,12.2,+3.8,+2.9,+3.5,-0.6,+2.3
1112,IND,Barbosa,14%,13.1,11.3,+1.8,+0.7,+3.7,-3.0,+0.2
1112,IND,Collison,59%,13.7,14.8,-1.2,+3.1,+3.5,-0.4,-0.9
1112,IND,Foster,4%,11.9,15.5,-3.6,+6.5,+3.1,+3.3,-1.3
1112,IND,Price,18%,11.3,14.5,-3.2,+3.0,+3.3,-0.3,-2.2
1112,IND,Pendergraph,3%,13.7,18.7,-5.0,+3.2,+3.3,-0.1,-3.4
1112,IND,Hansbrough,45%,15.0,18.1,-3.1,-0.7,+6.6,-7.3,-4.5
1112,IND,Amundson,24%,11.8,17.6,-5.8,-2.2,+4.9,-7.1,-6.3
1112,IND,Jones,33%,10.2,15.7,-5.5,-3.3,+6.5,-9.8,-6.9
1112,IND,Stephenson,14%,6.7,13.7,-7.0,-2.8,+4.2,-7.1,-7.0
