Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1920,MIL,Antetokounmpo,55%,39.0,12.7,+26.3,+17.4,+1.7,+15.7,+22.8
1920,MIL,Middleton,53%,25.7,12.8,+13.0,+13.2,+6.9,+6.3,+10.8
1920,MIL,Bledsoe,47%,21.3,14.3,+7.0,+12.8,+8.0,+4.8,+6.3
1920,MIL,B.Lopez,52%,16.3,17.5,-1.2,+14.0,+6.1,+7.9,+1.8
1920,MIL,DiVincenzo,43%,17.2,17.1,+0.0,+13.2,+8.0,+5.2,+1.8
1920,MIL,Hill,36%,18.2,17.4,+0.8,+11.5,+9.5,+2.1,+1.2
1920,MIL,Mason,3%,20.5,14.0,+6.5,+0.8,+10.6,-9.7,+0.1
1920,MIL,Reynolds,0%,0.0,0.0,+0.0,+0.0,+10.2,-10.2,+0.0
1920,MIL,Matthews,47%,9.8,13.2,-3.4,+13.5,+7.3,+6.2,-0.2
1920,MIL,Korver,27%,13.6,14.0,-0.4,+6.4,+11.7,-5.3,-2.0
1920,MIL,Ilyasova,28%,18.2,17.4,+0.8,+4.2,+12.6,-8.4,-2.3
1920,MIL,Williams,9%,11.9,14.2,-2.3,+4.7,+10.8,-6.0,-3.5
1920,MIL,Connaughton,35%,14.1,13.9,+0.2,+3.2,+14.1,-10.9,-3.5
1920,MIL,Bender,3%,10.6,23.1,-12.5,+23.9,+9.9,+14.1,-3.6
1920,MIL,Brown,22%,11.9,16.6,-4.7,+4.2,+11.9,-7.6,-5.7
1920,MIL,Wilson,10%,10.4,15.2,-4.8,-6.3,+12.1,-18.4,-9.3
1920,MIL,R.Lopez,27%,11.4,20.0,-8.5,+0.4,+13.9,-13.5,-10.2
1920,MIL,T.Antetokounmpo,4%,11.6,18.5,-6.9,-6.2,+10.8,-17.1,-10.3
