Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1819,DET,Drummond,67%,28.9,22.3,+6.7,+3.2,-7.3,+10.5,+7.9
1819,DET,Griffin,66%,26.1,15.8,+10.3,+0.7,-2.1,+2.8,+7.8
1819,DET,Ellington,19%,15.4,13.0,+2.3,+4.8,-1.4,+6.2,+3.6
1819,DET,Kennard,36%,14.9,16.2,-1.3,+1.7,-1.4,+3.1,+0.2
1819,DET,Lucas,0%,23.2,-3.8,+27.0,-25.8,-0.2,-25.6,+0.1
1819,DET,Lofton,0%,-13.5,-14.5,+1.0,+0.0,-0.2,+0.2,+0.0
1819,DET,Evans,0%,0.0,0.0,+0.0,+0.0,-0.2,+0.2,+0.0
1819,DET,Bullock,34%,13.6,14.7,-1.1,+0.5,-0.6,+1.1,-0.4
1819,DET,Jackson,58%,18.7,20.8,-2.2,+1.0,-1.9,+2.8,-0.5
1819,DET,Galloway,44%,13.1,16.5,-3.4,+1.0,-1.2,+2.3,-1.5
1819,DET,RobinsonIII,15%,10.9,13.3,-2.4,-1.0,-0.1,-0.8,-1.9
1819,DET,Smith,31%,14.7,20.6,-5.9,+3.3,-1.9,+5.2,-2.2
1819,DET,Thomas,5%,7.5,7.8,-0.3,-8.5,+0.2,-8.7,-3.1
1819,DET,Johnson,24%,12.3,13.8,-1.5,-6.1,+1.6,-7.7,-3.6
1819,DET,Maker,14%,12.5,16.9,-4.4,-3.2,+0.2,-3.5,-4.1
1819,DET,Brown,37%,8.4,18.1,-9.7,-0.2,-0.3,+0.0,-6.5
1819,DET,Pachulia,22%,16.7,25.0,-8.3,-5.4,+1.2,-6.6,-7.7
1819,DET,Ellenson,1%,19.7,24.2,-4.5,-15.9,-0.1,-15.7,-8.2
1819,DET,Leuer,10%,16.2,25.4,-9.3,-14.1,+1.3,-15.4,-11.3
1819,DET,Calderon,16%,8.8,21.8,-13.1,-13.5,+2.3,-15.7,-13.9
1819,DET,Mykhailiuk,0%,12.3,21.2,-9.0,-30.0,-0.1,-29.9,-16.0
