Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0708,SAC,Martin,56%,24.0,16.0,+8.0,-0.7,-4.3,+3.6,+6.2
0708,SAC,Artest,55%,21.1,16.9,+4.2,+1.8,-7.3,+9.1,+6.2
0708,SAC,Miller,64%,19.1,19.4,-0.3,+1.7,-9.3,+11.0,+4.2
0708,SAC,Jones,5%,15.4,10.0,+5.3,-2.1,-2.3,+0.2,+3.3
0708,SAC,J.Williams,3%,16.6,13.5,+3.1,-1.7,-2.3,+0.7,+2.1
0708,SAC,Udrih,53%,15.3,15.8,-0.5,-0.4,-4.5,+4.1,+1.3
0708,SAC,Garcia,53%,17.1,19.1,-2.0,-3.3,-1.2,-2.1,-2.0
0708,SAC,Bibby,12%,15.5,18.8,-3.3,-2.9,-2.2,-0.7,-2.3
0708,SAC,Moore,60%,13.0,18.8,-5.8,-2.0,-2.8,+0.8,-3.2
0708,SAC,Salmons,63%,15.9,16.2,-0.4,-5.4,+2.9,-8.3,-3.5
0708,SAC,S.Williams,9%,16.1,20.7,-4.5,-4.8,-2.1,-2.7,-3.8
0708,SAC,Hawes,24%,13.4,20.0,-6.5,-5.0,-1.5,-3.5,-5.3
0708,SAC,Douby,22%,11.3,18.4,-7.1,-8.0,-0.7,-7.3,-7.2
0708,SAC,Johnson,10%,10.2,18.5,-8.3,-10.9,-1.3,-9.6,-8.8
0708,SAC,Watkins,2%,0.9,12.0,-11.2,-11.4,-2.2,-9.3,-10.4
0708,SAC,Abdur-Rahim,1%,6.5,25.5,-19.0,+0.0,-2.4,+2.4,-10.4
0708,SAC,Thomas,7%,2.7,19.5,-16.8,-16.7,-1.3,-15.5,-16.3
0708,SAC,Greene,2%,-3.2,24.7,-27.9,-15.8,-2.1,-13.6,-22.2
0708,SAC,Wright,0%,-12.8,27.6,-40.4,-22.4,-2.3,-20.2,-32.3
