Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0910,LAC,Camby,41%,20.9,17.0,+3.9,-2.0,-9.3,+7.4,+5.3
0910,LAC,B.Davis,64%,19.7,18.3,+1.4,-3.7,-11.1,+7.5,+3.8
0910,LAC,Smith,31%,19.2,19.3,-0.1,-3.6,-7.6,+4.0,+1.5
0910,LAC,Gordon,57%,16.0,15.7,+0.2,-5.0,-8.1,+3.2,+1.4
0910,LAC,Kaman,66%,18.8,19.9,-1.0,-5.4,-8.2,+2.9,+0.5
0910,LAC,Butler,69%,12.1,14.5,-2.4,-5.4,-8.4,+3.0,-0.2
0910,LAC,Thornton,36%,13.2,16.2,-3.0,-6.0,-6.6,+0.6,-1.6
0910,LAC,Outlaw,13%,14.4,16.9,-2.5,-7.8,-6.1,-1.7,-2.2
0910,LAC,Rush,1%,5.6,7.4,-1.8,-9.1,-6.3,-2.8,-2.2
0910,LAC,Gooden,18%,20.4,23.2,-2.8,-11.4,-5.2,-6.2,-4.2
0910,LAC,Telfair,15%,11.1,17.3,-6.1,-8.8,-5.9,-2.9,-4.8
0910,LAC,R.Davis,13%,9.8,15.1,-5.4,-11.4,-5.6,-5.7,-5.5
0910,LAC,Blake,19%,13.9,18.8,-4.8,-13.5,-4.6,-8.9,-6.5
0910,LAC,Jordan,29%,14.4,22.9,-8.6,-10.3,-4.8,-5.5,-7.3
0910,LAC,Novak,9%,9.6,19.1,-9.5,-11.4,-5.8,-5.6,-7.9
0910,LAC,Collins,12%,6.6,16.8,-10.1,-11.0,-5.7,-5.3,-8.2
0910,LAC,Skinner,3%,6.4,15.3,-8.9,-16.4,-6.0,-10.3,-9.5
0910,LAC,Brown,5%,9.3,24.4,-15.1,-17.8,-5.8,-12.0,-13.9
