Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1718,SAC,Hield,51%,18.9,17.8,+1.1,-3.7,-10.6,+6.9,+3.0
1718,SAC,Cooley,2%,23.5,15.4,+8.1,-1.7,-7.2,+5.5,+0.7
1718,SAC,Sampson,9%,16.2,19.3,-3.1,+0.1,-7.8,+7.9,+0.6
1718,SAC,Mason,25%,15.2,18.1,-2.9,-1.8,-8.8,+7.1,+0.4
1718,SAC,Labissiere,31%,16.5,17.6,-1.1,-4.8,-8.1,+3.3,+0.4
1718,SAC,Hayes,3%,5.5,5.3,+0.1,-1.4,-7.2,+5.8,+0.2
1718,SAC,Caboclo,2%,9.4,10.5,-1.2,+0.5,-7.3,+7.8,+0.2
1718,SAC,Giles,0%,0.0,0.0,+0.0,+0.0,-7.1,+7.1,+0.0
1718,SAC,Bogdanovic,55%,15.8,16.4,-0.7,-8.1,-5.9,-2.2,-1.2
1718,SAC,Cauley-Stein,52%,20.7,22.2,-1.5,-7.8,-6.4,-1.4,-1.5
1718,SAC,Koufos,35%,20.6,22.6,-2.0,-7.7,-6.7,-1.0,-1.7
1718,SAC,Temple,41%,12.0,14.6,-2.7,-7.9,-6.5,-1.4,-2.2
1718,SAC,Carter,26%,12.7,19.6,-6.9,-3.1,-8.5,+5.4,-2.8
1718,SAC,Randolph,38%,20.5,22.2,-1.7,-11.4,-4.4,-7.0,-3.5
1718,SAC,Hill,29%,14.1,17.3,-3.2,-10.6,-5.7,-4.9,-3.8
1718,SAC,Jackson,38%,10.9,16.8,-5.9,-7.7,-6.7,-1.0,-4.3
1718,SAC,Richardson,8%,6.9,16.1,-9.2,-7.1,-7.1,-0.0,-6.1
1718,SAC,Fox,51%,13.1,21.0,-7.9,-10.0,-4.0,-6.0,-7.3
1718,SAC,Papagiannis,3%,12.6,23.3,-10.7,-8.4,-7.1,-1.3,-7.6
