Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1314,DEN,Lawson,56%,20.4,15.8,+4.6,-1.1,-3.5,+2.5,+3.9
1314,DEN,Robinson,22%,16.4,15.2,+1.2,+4.5,-4.0,+8.5,+3.6
1314,DEN,A.Miller,14%,14.5,12.9,+1.6,+0.8,-2.6,+3.4,+2.2
1314,DEN,Mozgov,45%,18.2,17.7,+0.5,+0.6,-4.3,+4.9,+2.0
1314,DEN,Faried,55%,21.6,19.5,+2.1,-3.4,-0.6,-2.8,+0.5
1314,DEN,Foye,63%,14.1,14.9,-0.8,-2.4,-1.7,-0.6,-0.7
1314,DEN,Fournier,38%,10.9,14.5,-3.7,+0.3,-3.6,+4.0,-1.1
1314,DEN,Vesely,8%,15.8,16.7,-1.0,-3.8,-2.0,-1.8,-1.2
1314,DEN,Hamilton,17%,14.2,14.5,-0.4,-7.2,-1.1,-6.1,-2.3
1314,DEN,Hickson,47%,17.7,18.7,-1.0,-4.9,+0.3,-5.2,-2.4
1314,DEN,Chandler,49%,13.2,15.5,-2.3,-4.3,-0.0,-4.3,-3.0
1314,DEN,Arthur,29%,9.8,18.7,-8.8,+2.9,-4.2,+7.1,-3.5
1314,DEN,Q.Miller,20%,9.0,14.0,-5.0,-3.6,-1.8,-1.9,-3.9
1314,DEN,Brooks,21%,13.6,19.1,-5.5,-4.6,-1.5,-3.1,-4.7
1314,DEN,Randolph,13%,13.1,16.7,-3.6,-10.2,-0.9,-9.3,-5.5
1314,DEN,McGee,2%,9.6,21.7,-12.1,-3.0,-2.1,-0.9,-8.4
