Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0708,DAL,Nowitzki,70%,28.0,16.1,+12.0,+8.3,-4.4,+12.7,+12.3
0708,DAL,Fazekas,0%,16.1,0.3,+15.8,+0.0,+4.5,-4.5,+7.7
0708,DAL,Jo.Howard,70%,20.9,14.2,+6.7,+7.2,-1.8,+9.1,+7.6
0708,DAL,Kidd,26%,21.0,15.0,+6.0,+6.9,+3.7,+3.2,+4.9
0708,DAL,Terry,65%,20.2,14.9,+5.3,+5.7,+2.3,+3.4,+4.6
0708,DAL,Harris,30%,20.4,18.7,+1.6,+8.8,+2.7,+6.1,+3.4
0708,DAL,Barea,12%,13.5,15.2,-1.6,+5.5,+4.4,+1.2,-0.5
0708,DAL,Dampier,44%,17.1,18.6,-1.5,+4.6,+4.4,+0.2,-0.8
0708,DAL,Diop,23%,14.9,16.8,-1.9,+4.4,+4.6,-0.2,-1.2
0708,DAL,Stackhouse,36%,15.3,15.7,-0.4,+2.1,+5.9,-3.7,-1.8
0708,DAL,Jones,23%,8.9,15.0,-6.1,+6.2,+4.0,+2.1,-2.8
0708,DAL,Bass,39%,18.0,17.7,+0.4,-1.2,+8.3,-9.5,-3.6
0708,DAL,Allen,8%,10.3,24.7,-14.3,+8.8,+4.1,+4.7,-6.7
0708,DAL,Wright,4%,10.3,18.1,-7.8,-1.6,+4.8,-6.5,-7.2
0708,DAL,George,21%,8.3,15.5,-7.2,-2.0,+6.3,-8.3,-7.6
0708,DAL,Lue,4%,10.7,22.2,-11.5,-6.1,+5.0,-11.1,-11.4
0708,DAL,Magloire,1%,-1.4,23.8,-25.1,+8.8,+4.5,+4.3,-13.3
0708,DAL,Ju.Howard,9%,5.4,20.9,-15.5,-7.1,+5.6,-12.7,-14.4
0708,DAL,Hassell,12%,5.5,21.1,-15.6,-9.5,+6.4,-15.9,-15.7
0708,DAL,Ager,2%,-4.3,21.5,-25.7,-7.5,+4.8,-12.3,-20.3
