Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
0910,SAC,Rodriguez,13%,18.7,14.1,+4.6,+10.0,-6.5,+16.5,+9.4
0910,SAC,Casspi,49%,14.7,14.9,-0.1,-2.8,-5.7,+2.9,+1.1
0910,SAC,Udrih,62%,17.6,17.5,+0.1,-3.4,-5.8,+2.3,+1.0
0910,SAC,Evans,67%,20.4,15.5,+4.9,-6.0,-0.8,-5.3,+0.8
0910,SAC,Armstrong,1%,9.5,16.4,-6.9,+6.9,-4.5,+11.3,+0.4
0910,SAC,Temple,1%,17.3,18.8,-1.4,-2.1,-4.3,+2.2,+0.0
0910,SAC,Landry,27%,17.9,16.1,+1.8,-6.3,-3.6,-2.7,-0.0
0910,SAC,Martin,19%,19.0,16.1,+2.9,-11.0,-2.7,-8.3,-1.6
0910,SAC,Thompson,59%,16.4,19.6,-3.2,-4.6,-3.9,-0.6,-2.2
0910,SAC,Udoka,24%,11.0,15.3,-4.3,-3.6,-4.6,+1.0,-2.2
0910,SAC,Garcia,14%,13.9,20.1,-6.2,-1.3,-4.8,+3.6,-2.3
0910,SAC,May,8%,13.2,22.6,-9.4,+1.6,-4.9,+6.5,-3.1
0910,SAC,Hawes,48%,15.5,19.1,-3.7,-5.7,-3.1,-2.6,-3.3
0910,SAC,Brockman,16%,13.7,20.8,-7.1,-2.4,-4.7,+2.4,-3.3
0910,SAC,Greene,41%,13.1,18.5,-5.4,-4.7,-4.1,-0.7,-3.5
0910,SAC,Nocioni,37%,12.6,19.3,-6.7,-5.0,-3.9,-1.1,-4.4
0910,SAC,Thomas,8%,10.2,22.2,-12.1,-0.8,-4.6,+3.9,-5.7
0910,SAC,Dorsey,1%,9.2,25.4,-16.3,-0.9,-4.4,+3.4,-8.4
0910,SAC,McGuire,2%,2.8,16.2,-13.3,-30.5,-3.9,-26.6,-18.7
0910,SAC,Mason,2%,7.2,25.2,-18.0,-29.4,-3.9,-25.5,-21.0
