Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1213,CHI,Butler,54%,16.2,10.7,+5.5,+1.3,-0.8,+2.1,+4.4
1213,CHI,Noah,61%,19.4,14.8,+4.6,+1.3,-1.2,+2.5,+3.9
1213,CHI,Deng,73%,15.6,12.5,+3.1,-0.0,+1.3,-1.3,+1.7
1213,CHI,Robinson,53%,17.8,16.0,+1.8,+0.6,-0.1,+0.7,+1.4
1213,CHI,Gibson,37%,15.2,17.2,-2.0,+3.8,-1.7,+5.5,+0.5
1213,CHI,Hamilton,27%,10.5,10.4,+0.0,-1.5,+1.0,-2.4,-0.8
1213,CHI,Boozer,64%,17.9,17.9,-0.0,-1.4,+3.4,-4.9,-1.6
1213,CHI,Belinelli,47%,10.5,13.5,-3.0,-1.2,+1.7,-2.8,-2.9
1213,CHI,Hinrich,45%,11.2,18.9,-7.7,+2.7,-1.6,+4.3,-3.7
1213,CHI,Cook,7%,3.4,7.7,-4.4,-3.1,+0.6,-3.7,-4.2
1213,CHI,Thomas,1%,18.0,25.8,-7.8,+2.7,+0.3,+2.4,-4.4
1213,CHI,Mohammed,17%,11.3,18.4,-7.0,-0.8,+0.5,-1.3,-5.1
1213,CHI,Teague,10%,5.7,19.3,-13.6,-1.2,+0.5,-1.7,-9.6
1213,CHI,Amundson,0%,-2.6,-5.7,+3.1,-57.0,+0.3,-57.4,-17.0
1213,CHI,Radmanovic,4%,6.0,33.0,-27.0,-12.7,+0.8,-13.5,-22.5
