Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1718,MEM,Evans,41%,25.0,15.2,+9.8,+0.7,-11.2,+11.9,+10.5
1718,MEM,Wright,9%,22.7,19.2,+3.6,+4.7,-7.5,+12.2,+6.4
1718,MEM,Gasol,61%,20.8,16.5,+4.3,-6.4,-6.2,-0.2,+2.8
1718,MEM,Conley,10%,18.1,17.8,+0.3,-2.2,-6.8,+4.5,+1.7
1718,MEM,EnnisIII,27%,13.8,13.2,+0.5,-5.0,-6.8,+1.9,+1.0
1718,MEM,M.Brooks,5%,27.4,18.7,+8.7,+2.3,-6.8,+9.1,+0.9
1718,MEM,Hunter,0%,41.5,15.6,+25.9,+42.8,-6.4,+49.2,+0.3
1718,MEM,Henry,10%,11.5,12.9,-1.4,-3.8,-6.6,+2.8,-0.0
1718,MEM,Parsons,18%,16.1,16.8,-0.7,-6.2,-6.4,+0.1,-0.4
1718,MEM,Chalmers,36%,12.2,17.6,-5.4,-2.0,-8.8,+6.8,-1.3
1718,MEM,Brooks,60%,11.7,15.8,-4.1,-5.1,-8.2,+3.1,-1.7
1718,MEM,Green,39%,16.6,20.0,-3.3,-7.9,-5.3,-2.6,-3.1
1718,MEM,Harrison,34%,15.0,19.3,-4.3,-7.5,-5.8,-1.7,-3.5
1718,MEM,Davis,24%,19.7,23.8,-4.1,-8.1,-5.8,-2.3,-3.5
1718,MEM,Johnson,2%,12.6,25.9,-13.3,+6.6,-6.6,+13.2,-4.5
1718,MEM,Selden,18%,13.7,20.0,-6.3,-7.2,-6.1,-1.1,-4.6
1718,MEM,Rabb,13%,19.8,26.1,-6.3,-9.3,-5.9,-3.4,-5.3
1718,MEM,Martin,42%,12.3,19.6,-7.4,-7.8,-5.3,-2.5,-5.7
1718,MEM,McLemore,28%,11.4,19.2,-7.9,-14.3,-3.3,-11.0,-8.9
1718,MEM,Teague,2%,6.9,22.2,-15.3,-15.9,-6.2,-9.7,-13.5
1718,MEM,Simmons,16%,8.9,23.6,-14.7,-16.3,-4.4,-11.9,-13.8
1718,MEM,B.Johnson,1%,16.1,23.3,-7.1,-34.4,-5.9,-28.5,-14.3
1718,MEM,Weber,3%,10.9,30.0,-19.1,-19.9,-5.9,-14.0,-17.4
1718,MEM,Rathan-Mayes,3%,0.8,26.8,-25.9,-24.5,-5.8,-18.7,-23.5
