Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1415,IND,G.Hill,32%,22.7,14.6,+8.1,+6.1,-2.5,+8.5,+8.3
1415,IND,George,2%,13.2,6.1,+7.1,+7.9,+0.1,+7.8,+7.3
1415,IND,Price,5%,17.7,11.6,+6.0,+0.7,+0.3,+0.5,+4.2
1415,IND,Scola,42%,18.0,13.4,+4.6,+1.0,-0.2,+1.3,+3.5
1415,IND,Miles,46%,14.6,13.1,+1.5,+4.1,-3.1,+7.2,+3.4
1415,IND,West,48%,17.0,13.1,+4.0,-0.5,+1.0,-1.5,+2.2
1415,IND,Allen,27%,16.1,15.6,+0.4,+3.9,-1.0,+4.9,+1.9
1415,IND,Watson,36%,16.3,14.9,+1.4,+0.1,+0.4,-0.3,+0.8
1415,IND,Stuckey,47%,16.2,14.4,+1.7,-0.5,+1.0,-1.4,+0.7
1415,IND,Hibbert,49%,16.3,18.1,-1.8,-1.5,+1.9,-3.4,-2.3
1415,IND,Sloan,28%,13.9,16.6,-2.7,-3.6,+1.8,-5.4,-3.6
1415,IND,Rudez,26%,8.3,14.4,-6.1,+1.3,-0.1,+1.4,-3.6
1415,IND,Mahinmi,29%,11.7,17.5,-5.8,-0.3,+0.5,-0.7,-4.1
1415,IND,Whittington,3%,21.2,30.9,-9.7,+6.2,+0.1,+6.1,-4.4
1415,IND,S.Hill,60%,10.7,13.1,-2.4,-3.5,+6.0,-9.6,-4.8
1415,IND,Copeland,21%,7.3,16.2,-8.9,-1.6,+0.8,-2.3,-6.7
