Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1112,POR,A.Johnson,0%,22.0,-5.8,+27.9,-18.9,-0.6,-18.4,+12.5
1112,POR,Aldridge,62%,23.1,16.7,+6.4,+3.6,-7.6,+11.1,+7.9
1112,POR,Wallace,47%,15.9,14.0,+1.9,+4.6,-5.3,+9.9,+4.6
1112,POR,Matthews,70%,14.1,12.3,+1.7,+1.4,-5.3,+6.7,+3.4
1112,POR,Batum,56%,17.5,13.3,+4.2,-1.5,+0.5,-2.0,+2.1
1112,POR,Camby,28%,15.5,14.4,+1.1,+1.3,-1.4,+2.6,+1.6
1112,POR,Crawford,51%,15.3,14.3,+1.0,-0.4,-0.8,+0.3,+0.8
1112,POR,Felton,60%,13.3,17.6,-4.3,+3.6,-6.8,+10.3,+0.6
1112,POR,Williams,5%,18.7,14.5,+4.2,-8.0,-0.3,-7.8,+0.2
1112,POR,Hickson,19%,20.9,18.1,+2.8,-6.6,+0.8,-7.3,-0.6
1112,POR,Thomas,25%,10.0,18.5,-8.5,+1.0,-1.1,+2.1,-5.0
1112,POR,Flynn,9%,12.0,14.8,-2.9,-9.7,+0.3,-10.0,-5.2
1112,POR,C.Smith,15%,14.1,19.0,-4.9,-7.1,+0.5,-7.6,-5.8
1112,POR,Przybilla,14%,6.5,17.8,-11.3,-4.6,+0.0,-4.6,-9.1
1112,POR,Babbitt,17%,11.2,23.4,-12.2,-12.7,+1.8,-14.5,-13.0
1112,POR,N.Smith,17%,7.2,20.7,-13.5,-13.0,+1.9,-14.9,-14.0
1112,POR,Thabeet,4%,12.2,21.1,-8.9,-30.3,+0.5,-30.7,-16.2
1112,POR,C.Johnson,3%,11.6,30.3,-18.7,-17.0,-0.1,-16.8,-18.1
