Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1617,MIL,Antetokounmpo,72%,30.1,14.1,+16.0,+0.8,-2.6,+3.4,+11.8
1617,MIL,Monroe,46%,24.2,20.4,+3.8,+3.6,-3.4,+7.0,+4.9
1617,MIL,Middleton,22%,17.4,14.4,+3.0,+4.9,-1.6,+6.5,+4.2
1617,MIL,Brogdon,50%,17.2,15.8,+1.3,+2.2,-2.6,+4.8,+2.5
1617,MIL,Parker,44%,21.9,18.5,+3.4,-2.4,+1.6,-4.0,+1.0
1617,MIL,Beasley,24%,20.9,18.4,+2.5,-2.1,+0.4,-2.5,+0.8
1617,MIL,Terry,34%,10.5,12.4,-2.0,+3.7,-2.2,+6.0,+0.7
1617,MIL,Teletovic,29%,10.2,18.3,-8.0,+3.0,-1.4,+4.4,-3.9
1617,MIL,Henson,28%,17.7,22.6,-4.9,-2.2,+0.6,-2.8,-4.2
1617,MIL,Snell,59%,11.3,15.9,-4.6,-2.4,+3.0,-5.4,-4.9
1617,MIL,Hawes,4%,21.8,23.1,-1.3,-12.6,+0.4,-13.0,-5.2
1617,MIL,Vaughn,12%,9.3,14.3,-5.1,-8.0,+0.9,-8.9,-6.3
1617,MIL,Dellavedova,50%,10.8,19.8,-9.0,-1.8,+1.5,-3.3,-7.1
1617,MIL,Novak,1%,1.8,14.4,-12.7,+0.0,-0.2,+0.2,-8.4
1617,MIL,Maker,14%,16.0,27.6,-11.6,-2.1,+0.1,-2.3,-8.5
1617,MIL,Plumlee,8%,9.3,22.9,-13.6,-3.9,+0.1,-4.0,-10.4
1617,MIL,Jones,0%,2.2,3.7,-1.5,-42.9,-0.1,-42.8,-11.0
1617,MIL,PaytonII,3%,5.3,26.0,-20.7,-28.0,+0.5,-28.6,-23.3
1617,MIL,Toupane,0%,-11.4,66.0,-77.4,-71.2,-0.1,-71.1,-61.6
