Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1516,POR,McCollum,70%,19.1,14.6,+4.5,+2.7,-3.6,+6.3,+5.1
1516,POR,Lillard,68%,24.0,19.2,+4.7,+1.7,-0.9,+2.6,+4.0
1516,POR,Davis,43%,21.0,19.1,+1.9,+0.6,+1.0,-0.4,+1.1
1516,POR,Aminu,59%,14.1,13.6,+0.5,+1.3,+0.2,+1.1,+0.7
1516,POR,Harkless,37%,14.7,14.6,+0.1,+1.0,+0.7,+0.3,+0.2
1516,POR,Henderson,36%,14.2,14.0,+0.2,+0.7,+0.9,-0.1,+0.1
1516,POR,Crabbe,53%,13.5,15.0,-1.5,+1.0,+0.7,+0.3,-0.9
1516,POR,Plumlee,53%,19.1,22.9,-3.8,+0.9,+0.8,+0.1,-2.5
1516,POR,Leonard,34%,12.5,20.4,-7.9,+3.6,-0.6,+4.2,-3.8
1516,POR,Roberts,3%,14.9,13.7,+1.2,-15.8,+1.4,-17.2,-4.9
1516,POR,Vonleh,30%,9.6,15.7,-6.1,-2.5,+2.2,-4.7,-5.6
1516,POR,Alexander,1%,12.8,12.6,+0.2,-17.4,+1.0,-18.4,-6.0
1516,POR,Connaughton,4%,4.8,13.9,-9.1,-4.4,+1.0,-5.4,-7.8
1516,POR,Kaman,3%,12.1,18.8,-6.7,-13.3,+1.2,-14.5,-9.3
1516,POR,Frazier,7%,5.0,17.1,-12.1,-3.9,+1.2,-5.1,-9.8
1516,POR,Montero,1%,-3.6,11.3,-14.9,-44.3,+1.3,-45.7,-20.0
