Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1314,BKN,Lopez,13%,27.4,16.0,+11.4,-2.1,-0.8,-1.2,+7.2
1314,BKN,Williams,52%,18.9,15.3,+3.7,+4.3,-6.7,+11.0,+6.1
1314,BKN,Johnson,65%,16.4,14.1,+2.3,+1.0,-4.7,+5.7,+3.4
1314,BKN,Pierce,53%,18.1,15.8,+2.3,+1.6,-3.8,+5.4,+3.3
1314,BKN,Blatche,41%,20.2,18.2,+2.0,+0.7,-2.2,+2.9,+2.3
1314,BKN,Thornton,16%,17.0,14.2,+2.8,-1.5,-0.9,-0.6,+1.7
1314,BKN,Livingston,50%,15.7,17.4,-1.8,+1.4,-3.4,+4.8,+0.4
1314,BKN,Kirilenko,22%,13.5,12.5,+1.0,-2.7,-0.5,-2.2,-0.0
1314,BKN,Plumlee,32%,20.8,19.1,+1.7,-3.4,+0.2,-3.6,-0.0
1314,BKN,Garnett,28%,14.7,16.1,-1.4,-1.3,-0.9,-0.4,-1.1
1314,BKN,Anderson,45%,9.9,12.4,-2.5,-1.4,-0.7,-0.7,-1.9
1314,BKN,Teletovic,35%,15.3,20.9,-5.7,-3.2,+0.2,-3.4,-4.9
1314,BKN,Gutierrez,6%,9.3,17.5,-8.3,-6.9,-0.6,-6.3,-7.6
1314,BKN,Terry,14%,7.7,17.4,-9.7,-5.6,-0.2,-5.3,-8.2
1314,BKN,Evans,10%,9.9,17.8,-7.9,-9.4,-0.1,-9.3,-8.4
1314,BKN,Shengelia,3%,3.0,20.6,-17.6,-8.0,-0.7,-7.3,-14.2
1314,BKN,Teague,5%,8.9,23.5,-14.7,-20.1,+0.0,-20.1,-16.5
1314,BKN,Taylor,7%,5.2,25.6,-20.4,-23.3,+0.6,-23.9,-21.6
1314,BKN,Collins,4%,4.3,33.8,-29.5,-8.6,-0.6,-8.0,-22.3
