Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1617,BOS,Thomas,65%,30.3,19.6,+10.7,+5.1,-1.9,+7.0,+9.5
1617,BOS,Jackson,0%,35.4,25.4,+10.1,+2.8,+2.6,+0.2,+6.8
1617,BOS,Crowder,59%,17.4,13.8,+3.6,+7.1,-3.9,+11.0,+6.1
1617,BOS,Horford,56%,20.6,19.2,+1.4,+4.7,+0.0,+4.7,+2.5
1617,BOS,Johnson,41%,17.4,17.4,-0.1,+6.1,+0.2,+5.9,+1.9
1617,BOS,Bradley,46%,16.7,14.0,+2.7,+2.0,+3.2,-1.2,+1.4
1617,BOS,Smart,61%,13.8,13.8,+0.0,+2.6,+2.7,-0.1,+0.0
1617,BOS,Green,14%,13.6,16.4,-2.7,+0.8,+2.9,-2.1,-2.5
1617,BOS,Zeller,13%,15.1,19.8,-4.7,-0.4,+3.1,-3.4,-4.3
1617,BOS,Rozier,32%,12.4,16.7,-4.3,-0.5,+4.1,-4.6,-4.4
1617,BOS,Jerebko,31%,11.1,17.9,-6.7,+1.6,+3.1,-1.5,-5.0
1617,BOS,Young,6%,11.6,13.6,-2.0,-8.3,+3.3,-11.6,-5.2
1617,BOS,Olynyk,39%,17.7,24.1,-6.4,+0.5,+4.0,-3.5,-5.5
1617,BOS,Brown,34%,12.0,16.5,-4.5,-4.2,+6.1,-10.3,-6.4
1617,BOS,Mickey,4%,11.3,19.4,-8.1,-19.7,+3.5,-23.2,-13.1
