Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
2122,BOS,Tatum,69%,27.4,15.0,+12.4,+11.8,-2.6,+14.4,+13.1
2122,BOS,Brown,56%,23.8,16.8,+7.1,+10.0,+4.0,+6.0,+6.7
2122,BOS,R.WilliamsIII,45%,24.9,19.0,+5.9,+10.0,+5.1,+4.8,+5.6
2122,BOS,Horford,50%,20.8,15.3,+5.5,+9.4,+5.2,+4.1,+5.1
2122,BOS,Smart,58%,17.1,14.9,+2.1,+9.3,+4.6,+4.8,+3.0
2122,BOS,White,18%,16.2,15.0,+1.2,+11.5,+6.4,+5.1,+2.5
2122,BOS,Johnson,0%,51.8,-26.4,+78.3,-132.1,+7.4,-139.5,+0.4
2122,BOS,Pritchard,25%,18.7,15.4,+3.3,+3.3,+8.7,-5.3,+0.4
2122,BOS,Kornet,2%,23.8,18.7,+5.1,+4.6,+7.4,-2.8,+0.3
2122,BOS,Jackson,0%,30.4,-16.3,+46.7,-132.1,+7.4,-139.5,+0.2
2122,BOS,Fitts,1%,33.9,9.8,+24.1,+18.2,+7.3,+10.9,+0.2
2122,BOS,Morgan,0%,-14.2,-2.8,-11.4,+113.5,+7.2,+106.3,+0.0
2122,BOS,Theis,10%,21.1,26.2,-5.1,+16.2,+6.4,+9.8,-0.1
2122,BOS,Hauser,4%,18.9,15.9,+3.0,+0.9,+7.6,-6.6,-0.2
2122,BOS,Richardson,27%,15.1,16.5,-1.4,+3.1,+8.9,-5.8,-2.9
2122,BOS,Schroder,36%,17.0,18.7,-1.7,+2.3,+10.2,-7.9,-3.8
2122,BOS,G.Williams,47%,12.6,16.8,-4.2,+3.8,+10.5,-6.8,-5.0
2122,BOS,Thomas,1%,12.9,18.9,-6.0,+4.1,+7.4,-3.2,-5.1
2122,BOS,Freedom,10%,18.2,26.8,-8.7,+8.3,+7.2,+1.1,-5.4
2122,BOS,Stauskas,0%,8.4,17.1,-8.7,+6.9,+7.3,-0.4,-6.0
2122,BOS,Langford,18%,11.5,16.3,-4.8,-0.5,+9.1,-9.6,-6.4
2122,BOS,Nesmith,14%,9.3,19.2,-9.8,+2.2,+8.2,-5.9,-8.5
2122,BOS,Ryan,0%,4.3,29.1,-24.8,+29.0,+7.3,+21.7,-9.3
2122,BOS,Parker,3%,18.6,28.3,-9.7,-3.0,+7.6,-10.7,-10.0
2122,BOS,Fernando,1%,16.1,24.5,-8.3,-27.6,+7.8,-35.4,-15.6
2122,BOS,Hernangomez,2%,4.9,15.2,-10.3,-20.1,+8.0,-28.0,-16.2
2122,BOS,Martin,0%,-15.2,20.1,-35.3,-70.9,+7.4,-78.3,-33.6
2122,BOS,Miles,0%,-37.5,99.0,-136.5,-132.1,+7.4,-139.5,-101.0
