Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1819,ATL,Collins,46%,26.8,20.6,+6.2,-2.0,-9.6,+7.6,+6.6
1819,ATL,Lin,25%,19.8,16.0,+3.8,-5.5,-6.3,+0.8,+2.8
1819,ATL,Dorsey,6%,10.0,13.4,-3.4,+1.6,-6.6,+8.2,+0.5
1819,ATL,Len,39%,21.1,21.9,-0.9,-5.1,-6.7,+1.6,-0.0
1819,ATL,Bembry,49%,13.5,15.3,-1.8,-5.8,-6.4,+0.5,-1.0
1819,ATL,Young,63%,21.0,22.9,-1.9,-6.6,-5.3,-1.2,-1.6
1819,ATL,Johnson,1%,18.2,15.9,+2.3,-15.7,-6.0,-9.7,-1.7
1819,ATL,Huerter,52%,12.4,18.6,-6.2,-2.8,-9.6,+6.7,-1.9
1819,ATL,Dedmon,41%,19.9,23.7,-3.8,-5.3,-6.7,+1.4,-2.1
1819,ATL,Carter,34%,14.5,18.6,-4.1,-6.6,-5.8,-0.8,-3.0
1819,ATL,Bazemore,41%,14.7,17.0,-2.3,-8.8,-4.2,-4.7,-3.1
1819,ATL,Prince,39%,14.8,18.2,-3.4,-7.7,-5.1,-2.7,-3.1
1819,ATL,Anderson,12%,13.8,17.4,-3.6,-8.4,-5.8,-2.6,-3.3
1819,ATL,Spellman,20%,15.2,18.1,-2.9,-12.3,-4.5,-7.8,-4.5
1819,ATL,Plumlee,4%,23.5,27.1,-3.6,-12.4,-5.8,-6.6,-4.6
1819,ATL,Davis,3%,19.3,25.8,-6.5,-9.1,-6.0,-3.1,-5.4
1819,ATL,Poythress,8%,14.7,20.6,-5.9,-12.0,-5.6,-6.4,-6.1
1819,ATL,Hamilton,5%,9.1,20.1,-10.9,-6.3,-6.1,-0.2,-7.4
1819,ATL,Adams,11%,9.4,23.4,-14.0,-6.6,-6.1,-0.5,-9.5
1819,ATL,Zeller,0%,1.9,17.8,-15.9,-36.9,-6.0,-30.9,-20.6
1819,ATL,Humphries,1%,4.0,37.3,-33.3,-19.2,-5.9,-13.3,-26.6
1819,ATL,Sibert,0%,33.7,83.8,-50.1,-56.7,-6.1,-50.6,-43.4
