Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0809,NJN,Harris,63%,24.0,18.5,+5.6,-1.9,-3.3,+1.4,+3.9
0809,NJN,Carter,74%,21.5,17.3,+4.3,-1.9,-3.8,+1.9,+3.3
0809,NJN,Douglas-Roberts,15%,13.6,13.5,+0.2,+3.0,-3.4,+6.4,+2.7
0809,NJN,Lopez,63%,20.0,18.2,+1.8,-2.0,-3.2,+1.2,+1.6
0809,NJN,Anderson,33%,15.4,16.4,-1.0,-0.7,-3.3,+2.6,+0.4
0809,NJN,Simmons,44%,13.5,16.5,-3.0,+0.4,-4.6,+5.0,+0.2
0809,NJN,Hayes,46%,12.3,18.3,-6.1,+0.1,-4.5,+4.6,-1.8
0809,NJN,Boone,25%,15.0,18.8,-3.9,-2.1,-2.5,+0.5,-2.1
0809,NJN,Dooling,52%,15.2,16.2,-1.0,-5.3,+0.7,-6.0,-3.0
0809,NJN,Swift,2%,7.5,17.4,-9.9,+0.7,-2.5,+3.2,-4.6
0809,NJN,Williams,9%,9.9,17.5,-7.6,-2.8,-2.4,-0.4,-4.7
0809,NJN,Yi,36%,12.5,20.9,-8.4,-3.8,-1.6,-2.2,-5.9
0809,NJN,Najera,8%,8.9,13.3,-4.4,-14.0,-1.4,-12.6,-7.7
0809,NJN,Hassell,28%,8.2,16.9,-8.8,-8.8,+0.0,-8.8,-8.8
0809,NJN,Ager,2%,2.8,21.7,-18.9,-6.9,-2.3,-4.6,-13.2
