Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0910,MIN,Hart,0%,10.8,-20.1,+30.9,+48.3,-9.6,+57.9,+41.7
0910,MIN,Love,43%,23.3,19.3,+4.0,-6.3,-12.0,+5.7,+4.7
0910,MIN,Sessions,44%,14.5,17.2,-2.7,-6.0,-12.4,+6.4,+0.9
0910,MIN,Jefferson,62%,21.4,19.4,+2.0,-10.1,-8.6,-1.5,+0.6
0910,MIN,Ellington,35%,10.9,13.8,-2.9,-6.8,-11.1,+4.3,-0.0
0910,MIN,Milicic,16%,14.6,19.0,-4.5,-6.3,-10.1,+3.8,-1.2
0910,MIN,Wilkins,40%,12.9,16.7,-3.8,-8.4,-10.3,+2.0,-1.5
0910,MIN,Gomes,56%,13.6,17.4,-3.8,-9.0,-10.2,+1.2,-1.8
0910,MIN,Pecherov,11%,13.7,23.7,-10.0,-2.0,-10.5,+8.5,-2.6
0910,MIN,Brewer,63%,13.6,18.3,-4.7,-9.8,-9.1,-0.7,-3.1
0910,MIN,Jawai,10%,12.4,21.6,-9.2,-8.7,-9.6,+0.9,-5.2
0910,MIN,Flynn,59%,14.6,18.4,-3.7,-12.9,-4.8,-8.1,-5.5
0910,MIN,Pavlovic,22%,6.3,15.9,-9.6,-15.4,-7.9,-7.6,-8.8
0910,MIN,Cardinal,7%,7.8,22.0,-14.2,-10.2,-9.5,-0.7,-8.8
0910,MIN,Hollins,31%,12.4,22.7,-10.4,-16.4,-6.5,-10.0,-10.2
0910,MIN,Tucker,1%,7.9,37.8,-29.9,-56.0,-9.3,-46.8,-36.6
