Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
2021,WAS,Beal,62%,28.8,17.2,+11.6,-0.0,-4.8,+4.7,+9.3
2021,WAS,Gafford,12%,31.2,23.9,+7.3,+7.4,-3.1,+10.5,+8.4
2021,WAS,Westbrook,68%,25.4,20.1,+5.4,-1.8,-1.9,+0.1,+3.6
2021,WAS,Bertans,42%,14.6,16.8,-2.2,+3.6,-5.8,+9.4,+1.7
2021,WAS,Bryant,8%,23.6,21.8,+1.7,-2.7,-1.8,-0.9,+0.8
2021,WAS,Neto,40%,16.5,16.3,+0.2,-0.7,-2.6,+1.9,+0.7
2021,WAS,R.Lopez,39%,20.0,21.8,-1.8,-0.5,-2.7,+2.3,-0.4
2021,WAS,Gill,6%,17.5,17.2,+0.3,-3.7,-1.7,-1.9,-0.4
2021,WAS,Smith,27%,15.0,19.1,-4.1,+2.8,-3.5,+6.3,-0.6
2021,WAS,Wagner,11%,19.7,23.1,-3.4,+1.3,-2.2,+3.5,-1.1
2021,WAS,Len,26%,21.6,24.9,-3.3,-4.0,-1.1,-2.9,-3.2
2021,WAS,Hachimura,52%,14.7,19.6,-4.9,-3.0,-0.6,-2.3,-4.0
2021,WAS,Mathews,30%,12.2,15.8,-3.7,-6.4,+0.1,-6.4,-4.6
2021,WAS,Bonga,12%,5.1,11.4,-6.2,-4.1,-1.5,-2.6,-5.0
2021,WAS,Avdija,36%,10.1,17.5,-7.4,-3.1,-1.1,-2.0,-5.6
2021,WAS,BrownJr.,8%,8.6,15.7,-7.1,-7.1,-1.4,-5.7,-6.6
2021,WAS,Hutchison,8%,10.9,20.1,-9.1,-11.9,-1.0,-11.0,-9.8
2021,WAS,Winston,3%,14.5,25.6,-11.2,-25.3,-1.2,-24.1,-15.5
2021,WAS,Bell,2%,10.9,25.2,-14.3,-21.4,-1.5,-19.9,-16.1
2021,WAS,Jer.Robinson,9%,3.0,24.6,-21.6,-16.1,-0.5,-15.6,-19.6
2021,WAS,Pasecniks,0%,-48.1,30.8,-78.9,-102.0,-1.7,-100.3,-62.6
