Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1213,MIN,Pekovic,50%,21.6,15.9,+5.7,-0.5,-4.2,+3.7,+5.0
1213,MIN,Kirilenko,52%,19.0,13.9,+5.0,-0.7,-4.2,+3.5,+4.5
1213,MIN,Love,16%,18.8,17.3,+1.5,+0.2,-2.8,+3.0,+2.0
1213,MIN,Budinger,13%,13.0,13.5,-0.5,+2.0,-3.0,+5.0,+1.3
1213,MIN,Cunningham,51%,14.1,14.1,-0.0,-2.4,-2.3,-0.1,-0.0
1213,MIN,Barea,43%,14.4,15.0,-0.6,-1.8,-2.8,+1.0,-0.0
1213,MIN,Shved,47%,11.1,12.0,-0.9,-2.1,-2.6,+0.6,-0.4
1213,MIN,Rubio,43%,17.0,18.0,-1.0,-2.4,-2.4,+0.0,-0.7
1213,MIN,Johnson,7%,19.9,21.2,-1.3,-3.9,-2.2,-1.6,-1.4
1213,MIN,Williams,49%,15.1,16.1,-1.0,-4.9,+0.0,-4.9,-2.3
1213,MIN,Howard,5%,9.7,12.4,-2.7,-3.9,-2.3,-1.7,-2.3
1213,MIN,Ridnour,63%,13.6,17.3,-3.7,-2.6,-1.9,-0.7,-2.7
1213,MIN,Gelabale,16%,12.7,17.0,-4.3,-5.0,-1.8,-3.2,-3.9
1213,MIN,Lee,7%,10.1,20.7,-10.7,+2.0,-2.7,+4.7,-5.5
1213,MIN,Roy,3%,8.4,19.5,-11.2,+2.4,-2.5,+4.9,-5.8
1213,MIN,Stiemsma,31%,11.2,19.5,-8.3,-3.4,-1.9,-1.5,-6.0
1213,MIN,Amundson,4%,6.4,20.6,-14.2,-14.3,-1.9,-12.4,-13.6
1213,MIN,Hayward,1%,11.5,16.4,-4.9,-40.5,-2.1,-38.4,-16.1
1213,MIN,Conroy,1%,-18.1,22.2,-40.3,-93.1,-1.9,-91.2,-57.3
