Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
2021,IND,Martin,9%,17.9,19.2,-1.3,+14.8,-1.5,+16.3,+4.6
2021,IND,Brissett,15%,21.6,19.5,+2.1,+5.8,-1.1,+6.8,+3.7
2021,IND,McConnell,52%,21.4,18.1,+3.3,+1.9,-2.1,+3.9,+3.5
2021,IND,Brogdon,55%,22.9,17.8,+5.0,-0.8,+0.9,-1.7,+2.8
2021,IND,Sabonis,64%,26.4,21.1,+5.4,-2.0,+3.5,-5.6,+1.7
2021,IND,Lamb,22%,19.9,17.8,+2.1,-0.9,+0.2,-1.1,+1.0
2021,IND,Oladipo,9%,20.2,20.9,-0.7,+3.6,-0.4,+4.0,+0.8
2021,IND,LeVert,33%,22.2,19.8,+2.4,-2.1,+1.0,-3.1,+0.6
2021,IND,BowenII,0%,2.4,4.1,-1.6,+10.6,-0.1,+10.7,+0.0
2021,IND,Brimah,1%,20.8,32.6,-11.8,+38.1,-0.4,+38.4,+0.0
2021,IND,Turner,42%,19.0,21.3,-2.3,+0.8,-0.7,+1.5,-1.0
2021,IND,McDermott,46%,19.8,20.3,-0.5,-1.5,+1.2,-2.7,-1.3
2021,IND,Warren,3%,15.0,17.2,-2.1,+0.4,-0.1,+0.5,-1.3
2021,IND,Sumner,25%,16.1,18.7,-2.6,-1.8,+0.5,-2.3,-2.5
2021,IND,Stanley,3%,7.2,17.5,-10.3,+9.7,-0.3,+10.1,-3.5
2021,IND,J.Holiday,63%,11.3,16.5,-5.3,-1.0,+1.6,-2.6,-4.4
2021,IND,Bitadze,16%,19.9,26.2,-6.2,-1.7,+0.3,-1.9,-4.8
2021,IND,A.Holiday,34%,9.5,19.0,-9.5,+0.1,-0.1,+0.3,-6.3
2021,IND,Lecque,0%,6.6,10.1,-3.5,-16.2,+0.0,-16.2,-7.7
2021,IND,J.Sampson,9%,13.3,28.9,-15.6,+0.6,-0.1,+0.7,-10.2
