Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
2122,MIL,Antetokounmpo,56%,40.6,17.0,+23.6,+8.8,-3.4,+12.2,+19.8
2122,MIL,Holiday,56%,24.7,18.9,+5.9,+9.4,-4.3,+13.7,+8.5
2122,MIL,Middleton,54%,22.9,19.9,+3.0,+6.9,-0.8,+7.7,+4.6
2122,MIL,Cousins,7%,24.0,20.6,+3.4,+8.9,+3.0,+5.9,+4.2
2122,MIL,Portis,52%,22.2,20.4,+1.8,+7.5,-0.9,+8.4,+4.0
2122,MIL,Allen,46%,16.0,17.2,-1.2,+6.2,+1.0,+5.2,+0.9
2122,MIL,Tucker,1%,25.8,2.1,+23.7,-5.9,+3.5,-9.4,+0.1
2122,MIL,Hill,32%,10.8,17.6,-6.8,+12.2,-0.7,+12.9,-0.3
2122,MIL,Connaughton,43%,16.9,16.2,+0.7,-0.8,+6.5,-7.3,-2.0
2122,MIL,B.Lopez,8%,18.0,21.2,-3.2,-1.1,+3.8,-4.9,-3.8
2122,MIL,Matthews,25%,8.6,17.0,-8.4,+6.8,+2.2,+4.6,-4.1
2122,MIL,Hood,15%,8.5,14.5,-6.0,-1.4,+4.2,-5.7,-5.9
2122,MIL,DiVincenzo,9%,10.1,14.5,-4.5,-4.8,+4.2,-8.9,-5.9
2122,MIL,Ibaka,9%,17.2,23.2,-6.0,-2.0,+3.9,-5.9,-6.0
2122,MIL,Nwora,30%,12.7,18.1,-5.5,-3.2,+6.2,-9.4,-6.8
2122,MIL,Bembry,2%,5.9,11.6,-5.7,-6.4,+3.6,-10.0,-7.1
2122,MIL,Monroe,2%,19.9,31.2,-11.3,+3.6,+3.4,+0.2,-7.5
2122,MIL,Carter,9%,18.0,28.2,-10.1,-2.9,+4.0,-6.9,-9.1
2122,MIL,Dowtin,0%,-19.3,-20.3,+1.0,-79.4,+3.5,-82.9,-9.4
2122,MIL,T.Antetokounmpo,12%,13.5,21.3,-7.8,-12.0,+5.5,-17.5,-11.1
2122,MIL,Wigginton,5%,13.3,22.4,-9.2,-11.7,+4.2,-15.9,-11.4
2122,MIL,Mamukelashvili,10%,18.3,26.8,-8.5,-17.6,+5.8,-23.4,-13.5
2122,MIL,Smart,4%,3.3,18.1,-14.8,-9.0,+3.9,-12.9,-14.2
2122,MIL,Robinson,5%,5.5,19.4,-13.9,-12.7,+4.2,-16.9,-14.9
2122,MIL,Ojeleye,8%,6.1,18.0,-11.9,-20.5,+5.4,-25.9,-16.6
2122,MIL,Kalaitzakis,1%,7.2,19.9,-12.7,-50.4,+4.1,-54.5,-18.5
2122,MIL,Galloway,1%,-0.4,20.9,-21.4,-21.3,+3.7,-25.0,-22.6
2122,MIL,DeLaurier,0%,4.4,99.0,-94.6,+76.3,+3.4,+72.9,-53.1
2122,MIL,Kornet,0%,-9.7,78.0,-87.7,-117.6,+3.5,-121.0,-68.5
