Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1314,SAS,Jeffers,1%,10.1,2.1,+8.0,+33.0,+7.5,+25.5,+13.9
1314,SAS,Ginobili,39%,21.4,12.4,+9.0,+13.0,+4.2,+8.8,+8.9
1314,SAS,Leonard,49%,21.2,14.1,+7.1,+9.3,+6.1,+3.2,+5.8
1314,SAS,Mills,39%,20.1,16.0,+4.0,+10.6,+5.8,+4.8,+4.3
1314,SAS,Duncan,55%,23.2,15.7,+7.5,+6.7,+8.9,-2.2,+4.2
1314,SAS,Green,42%,14.9,10.5,+4.4,+9.6,+6.3,+3.3,+4.1
1314,SAS,Parker,51%,20.2,16.2,+4.0,+6.6,+8.8,-2.2,+1.9
1314,SAS,Belinelli,51%,16.2,13.3,+2.9,+6.2,+9.2,-3.0,+0.9
1314,SAS,Splitter,32%,18.0,18.4,-0.4,+10.0,+6.6,+3.5,+0.9
1314,SAS,Diaw,50%,15.2,14.1,+1.1,+7.7,+7.7,+0.0,+0.8
1314,SAS,Daye,3%,14.1,13.3,+0.9,+7.9,+7.7,+0.2,+0.7
1314,SAS,Bonner,17%,12.3,12.6,-0.3,+7.8,+7.7,+0.1,-0.2
1314,SAS,DeColo,8%,14.2,14.3,-0.1,-0.3,+8.4,-8.7,-3.0
1314,SAS,Joseph,24%,15.8,18.3,-2.5,-0.2,+10.1,-10.3,-5.1
1314,SAS,James,1%,4.5,17.3,-12.8,+11.4,+7.6,+3.8,-7.2
1314,SAS,Ayres,24%,12.2,22.0,-9.8,+6.0,+8.2,-2.2,-7.3
1314,SAS,Baynes,12%,10.3,20.8,-10.6,+2.6,+8.4,-5.8,-9.0
1314,SAS,Thomas,0%,7.8,30.1,-22.2,+22.9,+7.6,+15.3,-9.7
1314,SAS,Brown,3%,-1.1,16.0,-17.1,-14.4,+8.3,-22.7,-19.0
