Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1011,CHA,Wallace,47%,16.1,13.9,+2.2,-0.3,-7.3,+7.0,+3.8
1011,CHA,Thomas,22%,19.4,15.5,+3.9,-1.2,-4.8,+3.6,+3.8
1011,CHA,Livingston,32%,15.2,12.8,+2.4,-2.7,-4.6,+1.9,+2.2
1011,CHA,D.Brown,12%,13.4,11.9,+1.5,-1.7,-4.3,+2.6,+1.9
1011,CHA,Henderson,42%,14.0,13.3,+0.7,-3.0,-4.7,+1.7,+1.0
1011,CHA,Carroll,15%,12.8,13.0,-0.2,-4.9,-3.8,-1.1,-0.5
1011,CHA,Jackson,61%,15.2,14.8,+0.4,-5.1,-2.3,-2.8,-0.7
1011,CHA,Diaw,70%,14.9,16.5,-1.6,-4.1,-3.7,-0.5,-1.2
1011,CHA,Augustin,70%,16.8,18.9,-2.1,-4.5,-2.9,-1.6,-1.9
1011,CHA,Cunningham,13%,14.0,16.2,-2.3,-5.4,-3.7,-1.7,-2.1
1011,CHA,Mohammed,21%,17.1,21.2,-4.1,-2.8,-4.3,+1.5,-2.2
1011,CHA,McGuire,19%,11.2,16.3,-5.1,-4.8,-3.8,-1.0,-3.7
1011,CHA,K.Brown,43%,14.0,17.6,-3.7,-6.6,-2.0,-4.5,-3.9
1011,CHA,White,12%,19.2,22.6,-3.4,-9.7,-3.2,-6.5,-4.4
1011,CHA,Najera,9%,5.8,16.8,-11.0,+1.5,-4.5,+6.1,-5.3
1011,CHA,Temple,3%,6.2,19.1,-12.9,-6.8,-3.9,-3.0,-9.6
1011,CHA,Diop,5%,5.8,18.4,-12.7,-10.9,-3.6,-7.2,-10.8
1011,CHA,Collins,2%,3.1,24.8,-21.8,-11.7,-3.8,-7.8,-17.1
1011,CHA,Przybilla,2%,0.4,27.2,-26.9,-20.7,-3.7,-17.1,-23.6
