Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1617,UTA,Bolomboy,1%,24.4,7.6,+16.8,+10.9,+3.8,+7.1,+13.6
1617,UTA,Gobert,69%,27.1,15.8,+11.3,+7.6,-4.4,+12.0,+11.5
1617,UTA,Hayward,64%,25.6,12.1,+13.5,+6.6,-0.8,+7.4,+11.5
1617,UTA,G.Hill,39%,22.3,18.8,+3.5,+8.1,+1.3,+6.8,+4.6
1617,UTA,Neto,9%,12.2,15.1,-2.9,+11.7,+3.2,+8.5,+0.9
1617,UTA,Ingles,50%,14.6,14.0,+0.6,+3.9,+4.0,-0.1,+0.3
1617,UTA,Hood,40%,14.4,14.8,-0.4,+3.3,+4.4,-1.1,-0.7
1617,UTA,Johnson,47%,14.8,15.1,-0.3,+3.1,+4.7,-1.6,-0.8
1617,UTA,Favors,30%,18.4,18.7,-0.4,+2.3,+4.6,-2.3,-1.0
1617,UTA,Burks,17%,13.6,14.1,-0.5,+0.0,+4.7,-4.7,-1.9
1617,UTA,Withey,11%,21.3,23.7,-2.4,-2.4,+4.7,-7.1,-4.0
1617,UTA,Diaw,32%,10.4,15.4,-5.0,+0.7,+5.5,-4.7,-4.9
1617,UTA,Mack,30%,12.6,19.2,-6.6,+0.6,+5.4,-4.7,-6.0
1617,UTA,Lyles,29%,11.6,18.9,-7.3,+1.1,+5.1,-4.0,-6.2
1617,UTA,Exum,31%,9.9,18.8,-8.9,-0.1,+5.7,-5.8,-7.8
