Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1415,OKC,Durant,23%,29.4,10.1,+19.3,+8.8,+0.2,+8.7,+15.7
1415,OKC,Westbrook,58%,30.5,15.9,+14.6,+5.2,-2.0,+7.2,+12.1
1415,OKC,Kanter,20%,26.6,17.8,+8.8,+2.8,+2.0,+0.9,+6.2
1415,OKC,Morrow,46%,15.7,12.1,+3.6,+6.0,-1.0,+7.1,+4.7
1415,OKC,Ibaka,53%,17.6,14.7,+2.9,+3.7,+0.4,+3.2,+3.0
1415,OKC,Lamb,16%,15.7,12.5,+3.2,-5.5,+3.6,-9.1,-0.9
1415,OKC,Roberson,32%,9.9,12.9,-3.0,+4.0,+1.3,+2.6,-1.1
1415,OKC,Jackson,35%,16.2,17.1,-0.9,+1.0,+2.8,-1.9,-1.2
1415,OKC,Adams,45%,15.2,16.9,-1.7,+1.2,+2.9,-1.7,-1.7
1415,OKC,Augustin,17%,10.6,13.5,-2.9,+1.4,+2.3,-0.9,-2.3
1415,OKC,Waiters,36%,10.2,15.3,-5.0,+3.9,+1.2,+2.7,-2.4
1415,OKC,McGary,12%,17.9,24.5,-6.7,+4.7,+1.8,+2.8,-3.5
1415,OKC,Collison,28%,11.9,18.7,-6.8,+3.7,+1.6,+2.1,-3.8
1415,OKC,Perkins,25%,7.9,17.4,-9.5,+4.0,+1.6,+2.4,-5.5
1415,OKC,Telfair,8%,11.2,13.9,-2.7,-9.4,+3.2,-12.6,-6.0
1415,OKC,Singler,11%,6.0,18.1,-12.1,-2.5,+2.8,-5.3,-9.8
1415,OKC,Thomas,11%,6.7,15.2,-8.4,-11.4,+3.9,-15.3,-10.7
1415,OKC,Jones,16%,7.3,17.4,-10.1,-9.9,+4.4,-14.3,-11.5
1415,OKC,Smith,4%,9.4,20.4,-11.0,-14.0,+2.8,-16.8,-13.0
1415,OKC,Novak,2%,0.9,22.5,-21.6,-13.1,+2.5,-15.6,-19.6
1415,OKC,Jerrett,1%,-14.2,40.5,-54.6,-36.8,+2.4,-39.2,-46.4
