Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1617,ATL,Tavares,0%,17.9,-7.0,+25.0,+80.0,-0.9,+80.9,+26.6
1617,ATL,Hardaway,54%,17.3,12.9,+4.4,+3.5,-6.0,+9.5,+6.1
1617,ATL,Millsap,59%,20.4,16.1,+4.3,+2.8,-6.1,+8.8,+5.8
1617,ATL,Howard,55%,24.1,15.2,+9.0,-2.5,+1.2,-3.7,+4.8
1617,ATL,Ilyasova,16%,15.8,14.5,+1.2,+3.3,-1.6,+5.0,+2.5
1617,ATL,Splitter,0%,0.0,0.0,+0.0,+0.0,-0.8,+0.8,+0.0
1617,ATL,Dunleavy,12%,13.7,13.3,+0.4,-2.9,-0.6,-2.3,-0.5
1617,ATL,Sefolosha,40%,13.5,14.7,-1.2,-1.8,-0.2,-1.7,-1.3
1617,ATL,Schroder,62%,18.3,19.6,-1.3,-1.5,+0.2,-1.7,-1.4
1617,ATL,Calderon,6%,10.0,15.5,-5.5,+5.5,-1.3,+6.7,-1.4
1617,ATL,Humphries,17%,15.5,16.7,-1.1,-4.7,-0.0,-4.6,-2.3
1617,ATL,Bazemore,49%,13.2,15.6,-2.4,-2.6,+0.8,-3.4,-2.7
1617,ATL,Bembry,9%,10.3,11.5,-1.2,-6.1,-0.3,-5.8,-2.7
1617,ATL,Muscala,31%,16.6,19.2,-2.7,-3.1,+0.2,-3.2,-2.8
1617,ATL,Kelly,3%,9.1,15.5,-6.4,+1.7,-0.9,+2.7,-3.4
1617,ATL,Prince,25%,11.2,16.7,-5.6,-1.4,-0.7,-0.8,-4.0
1617,ATL,Delaney,31%,8.8,17.9,-9.0,+1.2,-1.8,+2.9,-5.1
1617,ATL,Korver,22%,12.6,17.0,-4.4,-6.2,+0.7,-6.9,-5.3
1617,ATL,Patterson,1%,-1.9,18.5,-20.4,+15.3,-1.0,+16.3,-8.1
1617,ATL,Scott,5%,7.0,15.4,-8.4,-10.3,-0.4,-10.0,-8.9
1617,ATL,Neal,0%,-5.0,11.8,-16.8,-13.1,-0.8,-12.3,-15.3
