Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1415,PHO,Ennis,1%,12.2,5.5,+6.7,+1.6,-0.9,+2.6,+5.3
1415,PHO,Thomas,30%,20.6,15.6,+5.0,+2.5,-2.3,+4.9,+5.0
1415,PHO,Bledsoe,70%,19.5,14.8,+4.7,+0.6,-4.5,+5.1,+4.8
1415,PHO,Markieff.Morris,65%,16.6,18.0,-1.4,+1.9,-6.1,+8.0,+1.7
1415,PHO,G.Dragic,44%,17.5,17.1,+0.4,+1.5,-2.8,+4.3,+1.7
1415,PHO,Green,36%,15.8,15.2,+0.5,-0.2,-1.3,+1.1,+0.7
1415,PHO,Tucker,60%,13.5,12.9,+0.7,-1.0,-0.7,-0.3,+0.4
1415,PHO,Wright,22%,19.3,17.5,+1.8,-4.0,-0.0,-4.0,-0.1
1415,PHO,Marcus.Morris,51%,14.5,15.5,-1.0,-1.4,-0.3,-1.1,-1.1
1415,PHO,Plumlee,25%,14.3,18.4,-4.2,+1.7,-1.8,+3.5,-1.6
1415,PHO,Len,38%,14.6,18.1,-3.5,-0.8,-1.0,+0.2,-2.3
1415,PHO,Warren,15%,14.7,16.0,-1.3,-7.2,+0.3,-7.4,-3.4
1415,PHO,Knight,9%,10.7,13.7,-3.1,-4.7,-0.5,-4.2,-3.4
1415,PHO,Thornton,2%,8.1,8.3,-0.2,-13.7,-0.6,-13.0,-4.5
1415,PHO,McNeal,1%,0.5,6.9,-6.4,-4.0,-0.9,-3.1,-5.3
1415,PHO,Z.Dragic,0%,8.0,13.8,-5.8,-7.1,-0.9,-6.3,-6.0
1415,PHO,Tolliver,7%,8.1,16.5,-8.4,-4.2,-0.6,-3.6,-6.8
1415,PHO,Goodwin,13%,11.4,15.7,-4.3,-14.4,+1.2,-15.7,-8.1
1415,PHO,Randolph,3%,6.2,19.3,-13.1,-8.0,-0.7,-7.3,-11.2
1415,PHO,Bullock,2%,-3.8,11.7,-15.5,-5.7,-0.8,-4.9,-12.0
1415,PHO,Price,1%,-2.5,19.0,-21.5,-25.2,-0.6,-24.6,-22.5
1415,PHO,Barron,4%,4.8,30.3,-25.4,-19.1,-0.2,-18.9,-23.3
1415,PHO,Curry,0%,-13.3,14.6,-27.9,-24.2,-0.8,-23.4,-26.4
