Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1112,NOH,Gordon,10%,19.2,12.7,+6.4,+5.3,-4.7,+10.0,+7.6
1112,NOH,Vasquez,53%,14.4,12.3,+2.1,-0.2,-7.8,+7.6,+4.0
1112,NOH,Landry,31%,18.8,14.2,+4.6,-3.3,-3.9,+0.6,+3.3
1112,NOH,Ayon,34%,17.7,15.6,+2.1,-1.1,-5.1,+3.9,+2.7
1112,NOH,Smith,30%,17.1,17.1,-0.0,-1.5,-4.7,+3.2,+1.0
1112,NOH,Ariza,42%,14.6,12.1,+2.4,-6.1,-2.0,-4.1,+0.2
1112,NOH,Dyson,6%,11.2,13.2,-2.0,+0.3,-4.0,+4.2,+0.1
1112,NOH,Sloan,1%,7.2,10.8,-3.5,+2.4,-3.8,+6.2,-0.3
1112,NOH,Aminu,46%,10.9,13.9,-3.0,-1.1,-6.0,+4.9,-0.4
1112,NOH,C.Johnson,6%,9.4,15.3,-5.9,+1.9,-4.1,+6.0,-1.9
1112,NOH,Kaman,43%,15.4,19.9,-4.5,-2.1,-5.0,+2.9,-2.1
1112,NOH,Jack,48%,18.1,18.2,-0.1,-8.2,+0.4,-8.7,-2.9
1112,NOH,Belinelli,62%,11.8,14.0,-2.2,-6.1,+0.0,-6.1,-3.5
1112,NOH,Henry,24%,9.1,15.8,-6.8,-2.0,-4.3,+2.3,-3.7
1112,NOH,Okafor,25%,15.8,19.8,-4.0,-8.1,-2.3,-5.8,-4.6
1112,NOH,Jones,6%,11.2,14.7,-3.5,-14.2,-3.0,-11.1,-6.1
1112,NOH,T.Johnson,2%,12.2,21.7,-9.5,-3.1,-3.7,+0.6,-6.1
1112,NOH,Thomas,20%,10.4,19.0,-8.6,-6.9,-3.0,-3.9,-7.0
1112,NOH,Foote,1%,-1.3,12.8,-14.1,+0.0,-3.8,+3.8,-8.2
1112,NOH,Summers,7%,8.8,20.1,-11.2,-7.4,-3.5,-3.9,-8.8
1112,NOH,Watkins,3%,11.6,19.7,-8.1,-14.3,-3.4,-10.9,-9.0
