Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1011,LAC,Griffin,78%,23.4,15.2,+8.2,-2.2,-6.4,+4.2,+6.8
1011,LAC,Gordon,53%,19.3,13.6,+5.6,+0.1,-6.7,+6.8,+6.0
1011,LAC,Kaman,21%,16.5,15.2,+1.2,-2.6,-3.2,+0.7,+1.1
1011,LAC,Warren,3%,11.3,16.0,-4.7,+8.3,-3.5,+11.8,+0.8
1011,LAC,Jordan,52%,16.1,17.4,-1.2,-2.3,-3.9,+1.6,-0.3
1011,LAC,Davis,32%,17.0,20.6,-3.6,-0.1,-4.5,+4.5,-0.9
1011,LAC,Smith,15%,16.5,16.9,-0.4,-5.2,-2.8,-2.4,-1.1
1011,LAC,Gomes,53%,9.5,14.6,-5.1,-2.6,-3.7,+1.0,-3.0
1011,LAC,Moon,7%,8.9,14.0,-5.0,-2.8,-3.1,+0.4,-3.2
1011,LAC,M.Williams,18%,14.5,20.0,-5.4,-3.1,-3.1,+0.1,-3.6
1011,LAC,Foye,39%,11.7,15.2,-3.4,-6.0,-1.3,-4.8,-3.9
1011,LAC,Diogu,12%,14.7,18.5,-3.8,-6.7,-2.6,-4.1,-3.9
1011,LAC,Bledsoe,46%,11.2,15.4,-4.1,-5.7,-0.9,-4.8,-4.3
1011,LAC,Aminu,37%,10.1,16.5,-6.5,-6.1,-1.4,-4.6,-5.8
1011,LAC,Cook,11%,12.1,22.0,-9.9,-3.0,-3.1,+0.1,-6.6
1011,LAC,Butler,19%,5.8,13.7,-7.9,-6.7,-2.3,-4.4,-6.7
1011,LAC,Collins,4%,1.9,19.9,-18.0,+3.1,-3.4,+6.4,-9.9
