Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1213,CHA,Walker,72%,19.5,16.4,+3.1,-7.8,-12.8,+5.0,+3.7
1213,CHA,Henderson,54%,17.1,15.9,+1.2,-9.1,-9.2,+0.1,+0.8
1213,CHA,Sessions,42%,18.4,15.6,+2.8,-11.0,-7.9,-3.2,+0.8
1213,CHA,Kidd-Gilchrist,51%,14.8,16.3,-1.5,-6.8,-11.7,+4.9,+0.7
1213,CHA,Adrien,18%,14.3,17.4,-3.1,-6.2,-9.8,+3.6,-0.9
1213,CHA,Williams,10%,13.7,17.8,-4.1,-4.2,-9.7,+5.5,-0.9
1213,CHA,McRoberts,20%,15.9,19.6,-3.7,-8.0,-9.5,+1.5,-2.0
1213,CHA,Biyombo,55%,10.8,17.6,-6.7,-8.1,-10.5,+2.4,-3.7
1213,CHA,Haywood,29%,9.3,16.7,-7.4,-7.2,-10.0,+2.8,-4.0
1213,CHA,Taylor,38%,10.7,17.5,-6.9,-8.7,-9.5,+0.8,-4.3
1213,CHA,Warrick,12%,11.6,17.2,-5.6,-13.0,-8.7,-4.3,-5.2
1213,CHA,Gordon,39%,12.6,17.4,-4.8,-13.3,-6.5,-6.8,-5.5
1213,CHA,Diop,6%,7.2,20.8,-13.6,-5.7,-9.4,+3.7,-7.8
1213,CHA,Thomas,9%,9.5,21.4,-11.8,-11.9,-8.9,-3.0,-8.9
1213,CHA,Pargo,7%,14.0,26.3,-12.3,-11.6,-9.0,-2.7,-9.1
1213,CHA,Mullens,36%,12.7,22.6,-9.9,-14.1,-6.4,-7.7,-9.2
1213,CHA,Higgins,1%,12.1,28.1,-16.0,-10.4,-9.2,-1.3,-11.1
1213,CHA,Carroll,0%,-5.0,71.4,-76.4,-16.4,-9.2,-7.2,-53.4
