Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1920,ATL,Young,65%,31.4,20.8,+10.6,-5.3,-13.2,+7.9,+9.7
1920,ATL,Collins,42%,30.7,24.6,+6.0,-5.9,-9.6,+3.7,+5.3
1920,ATL,BrownJr.,1%,14.8,10.2,+4.6,+36.2,-8.5,+44.7,+0.1
1920,ATL,Watson,1%,-8.4,-2.6,-5.8,+27.7,-8.2,+35.9,+0.1
1920,ATL,Parker,26%,22.5,24.3,-1.8,-7.5,-8.2,+0.7,-1.0
1920,ATL,Len,23%,22.8,24.7,-1.9,-8.9,-7.8,-1.1,-1.6
1920,ATL,Huerter,54%,15.2,19.4,-4.1,-6.7,-9.6,+2.8,-1.8
1920,ATL,Hunter,62%,11.5,18.1,-6.6,-6.4,-10.7,+4.3,-3.0
1920,ATL,Teague,16%,16.0,19.8,-3.7,-9.3,-7.8,-1.6,-3.0
1920,ATL,Goodwin,13%,15.6,17.2,-1.6,-14.5,-7.0,-7.5,-3.6
1920,ATL,Dedmon,7%,15.1,28.3,-13.2,+0.2,-8.7,+8.9,-5.9
1920,ATL,Carter,27%,10.0,19.8,-9.8,-7.1,-8.4,+1.2,-6.1
1920,ATL,Reddish,48%,12.0,21.5,-9.5,-7.7,-8.3,+0.6,-6.1
1920,ATL,Bembry,28%,12.6,18.3,-5.7,-13.7,-5.8,-7.9,-6.4
1920,ATL,Turner,8%,9.0,17.3,-8.3,-12.8,-7.6,-5.2,-7.3
1920,ATL,Graham,8%,10.4,21.6,-11.2,-7.6,-8.1,+0.4,-7.3
1920,ATL,Fernando,22%,15.6,27.8,-12.1,-6.4,-8.5,+2.1,-7.4
1920,ATL,Jones,27%,20.0,29.4,-9.3,-14.1,-5.7,-8.4,-9.0
1920,ATL,Wallace,5%,5.4,18.2,-12.7,-9.9,-7.9,-2.0,-9.2
1920,ATL,Crabbe,16%,9.5,20.5,-11.0,-15.5,-6.6,-8.9,-10.3
1920,ATL,Parsons,2%,7.5,20.7,-13.1,-36.4,-7.5,-28.8,-18.4
