Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1617,ORL,Brown,0%,20.8,-6.0,+26.8,+43.7,-6.7,+50.4,+27.9
1617,ORL,Ibaka,43%,19.8,15.1,+4.8,-5.2,-7.5,+2.3,+4.0
1617,ORL,Vucevic,55%,22.1,21.1,+1.0,-3.1,-10.6,+7.5,+3.2
1617,ORL,Payton,61%,19.7,20.1,-0.4,-2.8,-12.3,+9.5,+2.9
1617,ORL,Gordon,58%,16.5,16.9,-0.4,-3.3,-10.9,+7.6,+2.3
1617,ORL,Fournier,56%,15.9,16.6,-0.7,-4.1,-9.6,+5.5,+1.3
1617,ORL,Ross,19%,12.7,16.1,-3.5,-2.1,-7.6,+5.5,-0.5
1617,ORL,Meeks,19%,15.0,15.7,-0.7,-6.6,-6.5,-0.1,-0.5
1617,ORL,Watson,26%,10.7,13.4,-2.8,-8.8,-5.8,-3.0,-2.8
1617,ORL,Green,39%,12.1,16.0,-3.9,-9.3,-4.8,-4.5,-4.1
1617,ORL,Biyombo,45%,14.2,20.3,-6.1,-9.2,-4.3,-4.9,-5.7
1617,ORL,Wilcox,3%,3.2,13.7,-10.5,-7.6,-6.5,-1.1,-7.4
1617,ORL,Augustin,39%,12.5,19.9,-7.4,-14.0,-1.8,-12.3,-9.0
1617,ORL,Hezonja,24%,8.3,19.4,-11.2,-14.5,-4.0,-10.5,-10.9
1617,ORL,Rudez,8%,7.4,21.5,-14.1,-11.7,-6.1,-5.6,-11.2
1617,ORL,Georges-Hunt,1%,12.2,27.7,-15.5,-27.3,-6.3,-21.0,-17.4
1617,ORL,Garino,1%,-10.2,11.4,-21.6,-15.6,-6.4,-9.2,-17.5
1617,ORL,Onuaku,1%,6.6,24.4,-17.8,-25.4,-6.4,-19.0,-18.2
1617,ORL,Zimmerman,3%,8.5,30.5,-22.0,-17.9,-6.2,-11.6,-18.5
