Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0910,PHO,Nash,67%,24.3,15.7,+8.7,+6.8,+0.9,+5.9,+7.6
0910,PHO,Stoudemire,72%,25.5,18.0,+7.6,+5.4,+3.6,+1.7,+5.2
0910,PHO,Richardson,63%,18.9,14.7,+4.1,+5.9,+3.3,+2.6,+3.5
0910,PHO,Barbosa,20%,15.9,13.7,+2.2,+5.7,+4.7,+1.0,+1.7
0910,PHO,Lopez,25%,19.8,18.2,+1.6,+4.8,+4.9,-0.2,+0.9
0910,PHO,Griffin,1%,5.9,-1.5,+7.4,-4.4,+5.0,-9.4,+0.7
0910,PHO,Dudley,50%,15.3,15.9,-0.6,+5.2,+4.6,+0.6,-0.1
0910,PHO,Frye,55%,17.2,22.6,-5.4,+7.8,+1.2,+6.6,-0.6
0910,PHO,Dragic,37%,16.8,16.5,+0.3,+2.5,+6.3,-3.8,-1.4
0910,PHO,Hill,62%,16.0,17.0,-1.0,+3.4,+7.3,-4.0,-2.2
0910,PHO,Amundson,30%,16.4,19.2,-2.9,+2.7,+5.8,-3.1,-3.0
0910,PHO,Clark,10%,9.8,15.3,-5.4,-4.3,+5.9,-10.1,-7.3
0910,PHO,Tucker,2%,17.6,22.6,-4.9,-10.1,+5.2,-15.3,-9.1
0910,PHO,Collins,7%,4.5,15.6,-11.1,-1.7,+5.4,-7.0,-9.5
0910,PHO,Jones,0%,-3.9,44.3,-48.2,-20.8,+4.9,-25.7,-39.2
