Year,Team,Player,Min,Own,Opp,Net,On,Off,Net,Rating
1516,NYK,Anthony,64%,22.3,13.2,+9.2,-0.8,-6.1,+5.3,+7.9
1516,NYK,Porzingis,52%,19.4,16.5,+2.9,+0.4,-6.1,+6.5,+4.1
1516,NYK,Lopez,56%,19.3,19.6,-0.2,-2.1,-3.5,+1.3,+0.3
1516,NYK,Williams,36%,19.1,15.5,+3.6,-7.0,-0.3,-6.7,+0.2
1516,NYK,Afflalo,60%,12.0,13.4,-1.4,-3.1,-2.2,-0.8,-1.2
1516,NYK,Vujacic,23%,12.2,15.1,-2.9,-2.2,-2.9,+0.7,-1.7
1516,NYK,O'Quinn,19%,19.3,21.4,-2.1,-3.7,-2.5,-1.2,-1.8
1516,NYK,Thomas,33%,11.3,15.0,-3.7,-1.8,-3.2,+1.5,-2.0
1516,NYK,Galloway,51%,12.9,16.8,-4.0,-2.5,-3.0,+0.6,-2.5
1516,NYK,Calderon,51%,13.7,20.2,-6.5,-1.8,-3.7,+1.9,-3.7
1516,NYK,Grant,32%,12.2,16.9,-4.8,-6.3,-1.0,-5.3,-4.9
1516,NYK,Seraphin,13%,11.7,17.5,-5.8,-7.7,-2.0,-5.7,-5.8
1516,NYK,Early,4%,2.4,17.4,-15.0,+0.0,-2.8,+2.8,-9.0
1516,NYK,Amundson,5%,7.0,21.1,-14.0,-11.0,-2.3,-8.8,-12.3
