Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1213,LAC,Paul,59%,28.3,16.1,+12.2,+8.9,+2.9,+6.0,+10.1
1213,LAC,Crawford,57%,17.3,9.8,+7.6,+7.8,+4.6,+3.2,+6.1
1213,LAC,Griffin,66%,24.0,16.6,+7.4,+7.1,+5.1,+2.1,+5.6
1213,LAC,Summers,0%,3.6,-4.5,+8.2,+0.0,+6.4,-6.4,+3.3
1213,LAC,Jordan,51%,18.7,16.2,+2.5,+6.5,+6.3,+0.2,+1.8
1213,LAC,Bledsoe,39%,18.5,13.7,+4.8,+3.8,+8.1,-4.3,+1.7
1213,LAC,Barnes,52%,16.4,15.6,+0.8,+6.7,+6.1,+0.6,+0.8
1213,LAC,Billups,11%,15.7,15.3,+0.3,+5.3,+6.6,-1.3,-0.2
1213,LAC,Odom,41%,11.8,14.2,-2.4,+8.8,+4.8,+4.0,-0.3
1213,LAC,Wayns,1%,20.3,21.3,-1.0,+6.5,+6.4,+0.0,-0.7
1213,LAC,Butler,48%,12.8,15.7,-2.9,+6.4,+6.4,-0.0,-1.9
1213,LAC,Green,30%,12.3,15.9,-3.6,+3.7,+7.6,-3.9,-3.7
1213,LAC,Turiaf,18%,10.2,16.2,-6.0,+1.9,+7.4,-5.5,-5.8
1213,LAC,Hollins,17%,12.1,19.6,-7.5,+4.2,+6.9,-2.7,-5.9
1213,LAC,Hill,11%,4.5,10.4,-5.9,+0.1,+7.2,-7.1,-6.3
