Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
2122,SAC,Davis,14%,18.3,14.5,+3.8,+5.3,-7.2,+12.5,+6.7
2122,SAC,Sabonis,13%,26.5,19.3,+7.1,-2.5,-6.0,+3.4,+5.9
2122,SAC,Lamb,8%,16.5,14.6,+1.9,-3.5,-5.7,+2.2,+2.0
2122,SAC,Haliburton,44%,21.1,17.9,+3.3,-6.2,-5.0,-1.3,+1.7
2122,SAC,Lyles,14%,20.1,17.7,+2.4,-6.4,-5.4,-1.1,+1.2
2122,SAC,Fox,53%,21.8,21.8,+0.1,-4.5,-6.7,+2.2,+0.8
2122,SAC,BagleyIII,17%,17.8,18.9,-1.1,-3.2,-6.0,+2.8,+0.2
2122,SAC,WoodardII,1%,2.5,10.8,-8.3,+18.2,-5.8,+24.0,+0.0
2122,SAC,Mudiay,0%,15.1,1.2,+13.8,-30.6,-5.5,-25.2,+0.0
2122,SAC,DiVincenzo,17%,16.3,17.7,-1.4,-3.2,-6.0,+2.8,+0.0
2122,SAC,Barnes,65%,19.7,18.3,+1.4,-7.1,-2.6,-4.4,-0.5
2122,SAC,Hield,40%,14.9,18.1,-3.1,-4.5,-6.2,+1.7,-1.5
2122,SAC,Metu,32%,17.0,19.3,-2.3,-5.9,-5.3,-0.6,-1.7
2122,SAC,Mitchell,52%,13.5,17.2,-3.6,-6.5,-4.5,-2.0,-3.1
2122,SAC,Thompson,12%,18.4,23.0,-4.6,-6.0,-5.5,-0.5,-3.2
2122,SAC,J.Jackson,3%,6.4,11.2,-4.8,-6.5,-5.5,-1.0,-3.5
2122,SAC,Holmes,27%,21.9,26.7,-4.8,-6.2,-5.3,-0.9,-3.5
2122,SAC,Queta,3%,15.7,22.9,-7.2,-2.9,-5.6,+2.7,-3.9
2122,SAC,Jones,26%,22.6,26.7,-4.1,-8.5,-4.5,-4.0,-4.1
2122,SAC,Harkless,22%,9.6,17.3,-7.7,-5.1,-5.6,+0.5,-5.0
2122,SAC,Len,16%,16.1,27.7,-11.6,-5.5,-5.5,+0.0,-7.7
2122,SAC,King,3%,10.4,20.0,-9.6,-13.7,-5.3,-8.4,-9.2
2122,SAC,J.Holiday,16%,7.8,23.0,-15.2,-8.3,-5.0,-3.4,-11.3
2122,SAC,Ramsey,3%,10.1,34.1,-24.0,-7.8,-5.4,-2.4,-16.8
2122,SAC,Murkey,0%,-32.1,-20.1,-12.0,-33.1,-5.5,-27.6,-17.2
2122,SAC,Robinson,0%,-16.6,50.8,-67.4,-66.4,-5.3,-61.1,-54.9
