Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
2021,OKC,Miller,6%,20.2,18.4,+1.9,+9.2,-12.0,+21.2,+8.3
2021,OKC,Hill,11%,18.1,11.8,+6.3,-2.1,-11.8,+9.7,+7.5
2021,OKC,Gilgeous-Alexander,34%,27.6,20.0,+7.7,-7.7,-12.4,+4.8,+6.7
2021,OKC,Muscala,19%,18.9,19.9,-1.0,+1.3,-13.6,+14.9,+4.3
2021,OKC,Diallo,22%,19.2,17.7,+1.6,-5.4,-12.3,+6.9,+3.4
2021,OKC,Williams,41%,17.7,18.0,-0.3,-6.3,-14.0,+7.7,+2.4
2021,OKC,Bradley,11%,25.8,22.6,+3.2,-11.7,-10.7,-1.0,+1.8
2021,OKC,Horford,23%,22.2,22.7,-0.5,-6.3,-12.1,+5.9,+1.6
2021,OKC,Hoard,9%,17.1,16.5,+0.6,-9.5,-10.9,+1.4,+0.8
2021,OKC,Jackson,16%,13.9,17.2,-3.3,-4.1,-12.1,+7.9,+0.5
2021,OKC,Jerome,23%,17.4,20.3,-3.0,-8.4,-11.5,+3.2,-0.9
2021,OKC,Deck,6%,20.2,22.8,-2.6,-11.8,-10.8,-1.0,-2.1
2021,OKC,Dort,45%,13.1,19.5,-6.4,-8.0,-13.1,+5.1,-2.5
2021,OKC,Brown,26%,23.5,25.2,-1.7,-19.4,-7.7,-11.6,-5.0
2021,OKC,Bazley,49%,13.0,18.4,-5.4,-13.6,-8.1,-5.5,-5.5
2021,OKC,Mykhailiuk,20%,13.9,21.9,-8.0,-14.2,-10.0,-4.2,-6.7
2021,OKC,Roby,41%,15.3,21.9,-6.6,-15.1,-7.9,-7.2,-6.8
2021,OKC,Maledon,51%,10.8,21.1,-10.3,-17.1,-4.2,-12.9,-11.1
2021,OKC,Pokusevski,31%,8.4,20.3,-11.9,-17.7,-7.7,-10.0,-11.3
2021,OKC,Hall,10%,2.2,17.6,-15.4,-14.6,-10.4,-4.2,-11.7
2021,OKC,BrownJr.,4%,5.5,24.5,-19.0,-13.9,-10.7,-3.2,-13.7
2021,OKC,Robinson,2%,8.0,28.7,-20.7,-25.7,-10.4,-15.2,-18.9
