Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1617,HOU,Harden,75%,31.6,16.0,+15.6,+6.9,+2.3,+4.6,+11.9
1617,HOU,Capela,39%,24.7,20.4,+4.3,+6.7,+5.1,+1.5,+3.4
1617,HOU,Nene,30%,21.7,20.0,+1.6,+7.8,+4.8,+3.0,+2.1
1617,HOU,Anderson,53%,15.5,16.7,-1.2,+9.3,+1.7,+7.6,+1.7
1617,HOU,Ariza,70%,14.4,14.3,+0.1,+6.3,+4.3,+2.0,+0.7
1617,HOU,Gordon,59%,14.9,15.1,-0.2,+6.1,+5.2,+0.9,+0.2
1617,HOU,Beverley,52%,15.1,18.4,-3.2,+8.2,+3.0,+5.2,-0.4
1617,HOU,Williams,15%,17.3,15.8,+1.5,+1.7,+6.4,-4.7,-0.6
1617,HOU,Harrell,27%,22.0,24.7,-2.7,+4.8,+6.1,-1.3,-2.2
1617,HOU,T.Williams,4%,14.7,14.6,+0.1,-4.2,+6.1,-10.3,-3.4
1617,HOU,Dekkar,36%,15.0,18.1,-3.1,+2.6,+7.5,-4.9,-3.7
1617,HOU,Brewer,23%,8.8,17.4,-8.6,+6.9,+5.4,+1.5,-5.2
1617,HOU,McDaniels,5%,11.4,17.1,-5.7,-5.4,+6.4,-11.8,-7.7
1617,HOU,Brown,3%,12.2,17.1,-4.9,-13.2,+6.3,-19.6,-9.8
1617,HOU,Ennis,5%,4.4,22.2,-17.8,-13.2,+6.7,-19.9,-18.5
1617,HOU,Onuaku,1%,14.5,27.5,-13.0,-41.9,+6.4,-48.2,-18.7
1617,HOU,Wiltjer,1%,7.6,22.6,-15.0,-41.4,+6.3,-47.7,-20.0
1617,HOU,Taylor,1%,0.3,21.9,-21.7,-17.6,+6.0,-23.6,-22.3
